,Make,Year,Kilometer,Seating_Capacity,Fuel_Tank_Capacity,Price,Automatic,Manual,First_O,Second_O,Others_O,Petrol,Diesel,Others_F
949,27,2020,28079,5.0,66.0,5250000,1,0,1,0,0,0,1,0
950,21,2019,15529,5.0,50.0,2900000,1,0,1,0,0,0,1,0
951,27,2015,43200,5.0,50.0,2250000,1,0,1,0,0,1,0,0
952,7,2017,29386,5.0,40.0,1050000,1,0,0,1,0,1,0,0
953,9,2021,18105,5.0,43.0,765000,0,1,1,0,0,1,0,0
954,6,2017,125372,5.0,48.0,675000,0,1,1,0,0,0,1,0
955,21,2015,100000,5.0,75.0,2400000,1,0,1,0,0,0,1,0
956,6,2019,40000,7.0,40.0,509999,0,1,1,0,0,1,0,0
957,12,2022,31000,7.0,60.0,2750000,1,0,1,0,0,0,1,0
958,21,2012,42000,5.0,65.0,2600000,1,0,1,0,0,0,1,0
959,7,2012,65001,5.0,42.0,495000,1,0,1,0,0,1,0,0
960,21,2014,42533,7.0,100.0,2400000,1,0,1,0,0,0,1,0
961,9,2018,45000,5.0,43.0,495000,0,1,1,0,0,1,0,0
962,28,2018,36000,7.0,65.0,4200000,1,0,0,1,0,0,1,0
963,17,2017,44000,7.0,80.0,2550000,1,0,0,1,0,0,1,0
964,6,2016,85000,5.0,42.0,480000,0,1,1,0,0,0,1,0
965,9,2021,17000,5.0,60.0,1750000,0,1,1,0,0,0,1,0
966,6,2019,72000,7.0,45.0,850000,0,1,1,0,0,0,1,0
967,9,2019,34400,5.0,35.0,434999,1,0,1,0,0,1,0,0
968,9,2021,8800,5.0,45.0,1070000,0,1,1,0,0,1,0,0
969,7,2022,2000,5.0,40.0,1530000,1,0,1,0,0,1,0,0
970,9,2020,19700,5.0,50.0,1598000,0,1,1,0,0,0,1,0
971,9,2016,45000,5.0,43.0,645000,0,1,1,0,0,1,0,0
972,27,2012,73000,5.0,35.0,1100000,1,0,1,0,0,0,1,0
973,6,2017,76000,5.0,42.0,650000,1,0,1,0,0,0,1,0
974,8,2013,110000,5.0,55.0,545000,0,1,1,0,0,0,1,0
975,7,2022,2700,5.0,40.0,1095000,0,1,1,0,0,1,0,0
976,17,2018,75000,7.0,55.0,1975000,1,0,1,0,0,0,1,0
977,31,2011,60000,5.0,82.5,18000000,1,0,0,1,0,1,0,0
978,21,2017,110000,5.0,64.0,1839000,1,0,1,0,0,0,1,0
979,15,2016,70000,5.0,66.0,1500000,1,0,0,1,0,1,0,0
980,21,2017,42000,5.0,64.0,2100000,1,0,1,0,0,0,1,0
981,8,2015,70000,5.0,45.0,345000,0,1,1,0,0,0,1,0
982,7,2018,52890,5.0,40.0,850000,0,1,1,0,0,1,0,0
983,9,2018,72870,5.0,55.0,1425000,1,0,1,0,0,0,1,0
984,9,2017,48591,5.0,45.0,675000,0,1,1,0,0,1,0,0
985,12,2019,60888,5.0,42.0,925000,0,1,1,0,0,0,1,0
986,9,2014,48000,5.0,32.0,210000,0,1,1,0,0,1,0,0
987,11,2018,20251,5.0,44.0,760000,0,1,1,0,0,1,0,0
988,9,2015,49000,5.0,43.0,640000,0,1,1,0,0,0,1,0
989,6,2013,66000,5.0,42.0,340000,0,1,1,0,0,1,0,0
990,28,2020,54200,7.0,70.0,5995000,1,0,1,0,0,0,1,0
991,5,2013,33000,5.0,35.0,550000,1,0,1,0,0,1,0,0
992,7,2017,51292,5.0,40.0,695000,0,1,1,0,0,1,0,0
993,14,2015,89000,5.0,40.0,465000,0,1,0,1,0,0,1,0
994,17,2019,55000,5.0,37.0,735000,0,1,1,0,0,1,0,0
995,27,1988,71000,5.0,80.0,1300000,1,0,0,0,1,1,0,0
996,9,2021,20000,7.0,50.0,1848999,0,1,1,0,0,0,1,0
997,7,2016,68500,5.0,40.0,685000,0,1,1,0,0,1,0,0
998,9,2014,99000,7.0,64.0,875000,1,0,1,0,0,0,1,0
999,17,2018,110000,7.0,55.0,2039999,1,0,1,0,0,0,1,0
1000,17,2019,19244,5.0,37.0,700000,0,1,1,0,0,1,0,0
1001,6,2020,19000,5.0,32.0,550000,0,1,1,0,0,1,0,0
1002,9,2015,75000,7.0,64.0,825000,1,0,0,1,0,0,1,0
1003,17,2021,29000,7.0,55.0,3100000,0,1,1,0,0,0,1,0
1004,21,2013,60000,5.0,65.0,1400000,1,0,0,1,0,0,1,0
1005,6,2015,80000,5.0,42.0,425000,0,1,0,1,0,1,0,0
1006,26,2018,54500,5.0,56.0,4375000,1,0,0,1,0,1,0,0
1007,17,2021,38000,7.0,55.0,3000000,1,0,1,0,0,0,1,0
1008,27,2021,16785,5.0,66.0,6600000,1,0,1,0,0,1,0,0
1009,6,2016,52000,5.0,48.0,640000,0,1,0,1,0,0,1,0
1010,9,2013,76000,5.0,35.0,275000,0,1,1,0,0,0,0,1
1011,9,2019,42678,5.0,45.0,695000,0,1,1,0,0,1,0,0
1012,7,2010,95000,5.0,42.0,245000,1,0,0,1,0,1,0,0
1013,4,2016,65000,5.0,50.0,690000,0,1,0,1,0,0,1,0
1014,8,2021,31000,5.0,50.0,1500000,1,0,1,0,0,1,0,0
1015,6,2014,82682,5.0,35.0,270000,0,1,1,0,0,1,0,0
1016,9,2016,70500,5.0,45.0,545000,0,1,1,0,0,0,1,0
1017,20,2021,10000,6.0,60.0,1875000,1,0,1,0,0,1,0,0
1018,4,2016,57159,5.0,28.0,254999,0,1,1,0,0,1,0,0
1019,25,2014,82000,5.0,35.0,2000000,1,0,1,0,0,0,1,0
1020,28,2016,120000,7.0,82.0,2785000,1,0,1,0,0,0,1,0
1021,12,2021,17000,4.0,57.0,1800000,0,1,1,0,0,0,1,0
1022,7,2012,40000,5.0,42.0,475000,1,0,0,1,0,1,0,0
1023,9,2020,58100,5.0,45.0,650000,0,1,1,0,0,1,0,0
1024,17,2012,12749,7.0,80.0,1199000,0,1,1,0,0,0,1,0
1025,9,2013,83466,7.0,70.0,650000,1,0,1,0,0,0,1,0
1026,12,2015,86000,8.0,60.0,795000,0,1,0,1,0,0,1,0
1027,27,2015,60921,5.0,66.0,2385000,1,0,0,1,0,1,0,0
1028,21,2014,78000,5.0,75.0,1700000,1,0,1,0,0,0,1,0
1029,9,2012,53000,5.0,43.0,380000,0,1,1,0,0,1,0,0
1030,4,2016,34736,5.0,28.0,295000,0,1,1,0,0,1,0,0
1031,11,2020,14400,5.0,50.0,1750000,0,1,1,0,0,0,1,0
1032,12,2015,85000,7.0,60.0,525000,0,1,0,1,0,0,1,0
1033,8,2011,80000,5.0,35.0,275000,0,1,0,1,0,1,0,0
1034,21,2018,77590,5.0,50.0,2180000,1,0,1,0,0,1,0,0
1035,14,2017,25000,4.0,60.9,8000000,1,0,0,0,1,1,0,0
1036,24,2018,40545,5.0,82.0,4325000,1,0,1,0,0,0,1,0
1037,6,2009,80000,5.0,43.0,120000,0,1,0,0,1,0,1,0
1038,6,2009,56852,5.0,35.0,155000,0,1,0,1,0,0,0,1
1039,6,2018,42000,5.0,37.0,735000,1,0,1,0,0,1,0,0
1040,15,2018,55000,5.0,55.0,900000,1,0,0,1,0,1,0,0
1041,15,2014,53000,5.0,60.0,795000,1,0,0,1,0,1,0,0
1042,22,2018,17000,5.0,44.0,3300000,1,0,1,0,0,0,1,0
1043,17,2020,50000,7.0,80.0,3775000,1,0,1,0,0,0,1,0
1044,12,2012,70000,8.0,55.0,325000,0,1,0,0,1,0,1,0
1045,6,2017,75793,5.0,48.0,725000,0,1,1,0,0,0,1,0
1046,26,2007,34000,5.0,35.0,2100000,1,0,0,1,0,1,0,0
1047,23,2012,89311,5.0,67.5,994999,1,0,1,0,0,0,1,0
1048,6,2018,80000,5.0,48.0,785000,0,1,1,0,0,0,1,0
1049,29,2020,38000,5.0,65.0,7500000,1,0,1,0,0,1,0,0
1050,17,2019,69500,7.0,80.0,2799000,1,0,0,1,0,0,1,0
1051,6,2018,66794,5.0,35.0,390000,0,1,1,0,0,1,0,0
1052,29,2019,27000,5.0,65.0,9000000,1,0,1,0,0,1,0,0
1053,6,2017,35616,5.0,37.0,675000,1,0,1,0,0,1,0,0
1054,6,2015,64000,5.0,40.0,320000,0,1,1,0,0,1,0,0
1055,6,2020,7000,5.0,37.0,840000,1,0,1,0,0,1,0,0
1056,6,2015,45000,5.0,35.0,310000,0,1,1,0,0,1,0,0
1057,6,2017,9000,7.0,45.0,795000,0,1,1,0,0,1,0,0
1058,6,2015,67738,5.0,35.0,310000,0,1,0,1,0,0,0,1
1059,17,2021,11030,5.0,37.0,860000,0,1,1,0,0,1,0,0
1060,9,2015,49123,5.0,35.0,390000,0,1,1,0,0,1,0,0
1061,25,2012,125000,5.0,35.0,1200000,1,0,1,0,0,0,1,0
1062,6,2018,46000,5.0,42.0,520000,0,1,1,0,0,0,1,0
1063,27,2000,65000,5.0,35.0,1200000,1,0,0,1,0,1,0,0
1064,6,2018,64000,5.0,48.0,675000,0,1,1,0,0,0,1,0
1065,6,2021,7942,5.0,27.0,475000,0,1,1,0,0,1,0,0
1066,6,2017,52100,5.0,35.0,265000,0,1,1,0,0,1,0,0
1067,15,2019,32809,5.0,55.0,950000,0,1,1,0,0,0,1,0
1068,17,2014,101000,7.0,80.0,1750000,1,0,1,0,0,0,1,0
1069,21,2016,40500,5.0,50.0,2225000,1,0,1,0,0,0,1,0
1070,19,2021,25700,5.0,60.0,1748999,0,1,1,0,0,1,0,0
1071,27,2014,85000,5.0,70.0,2250000,1,0,0,1,0,0,1,0
1072,9,2017,17268,5.0,45.0,690000,0,1,1,0,0,1,0,0
1073,6,2017,68000,5.0,37.0,561000,0,1,1,0,0,1,0,0
1074,9,2011,30000,5.0,35.0,299000,0,1,0,0,1,1,0,0
1075,19,2020,57000,5.0,60.0,1580000,0,1,1,0,0,0,1,0
1076,6,2017,44100,5.0,42.0,595000,1,0,1,0,0,1,0,0
1077,28,2013,91840,5.0,35.0,4390000,1,0,0,1,0,0,1,0
1078,9,2009,115000,5.0,45.0,235000,0,1,0,0,1,1,0,0
1079,9,2014,23000,5.0,45.0,450000,0,1,1,0,0,1,0,0
1080,25,2014,58000,5.0,35.0,2299000,1,0,1,0,0,0,1,0
1081,27,2018,95786,5.0,93.0,4590000,1,0,1,0,0,0,1,0
1082,21,2016,95401,5.0,64.0,2150000,1,0,1,0,0,0,1,0
1083,16,2020,7000,5.0,50.0,1850000,1,0,1,0,0,1,0,0
1084,9,2017,24000,5.0,50.0,1175000,1,0,1,0,0,1,0,0
1085,6,2012,68000,5.0,35.0,250000,0,1,1,0,0,1,0,0
1086,9,2015,41273,5.0,45.0,400000,0,1,1,0,0,1,0,0
1087,21,2018,66000,5.0,35.0,4000000,1,0,1,0,0,0,1,0
1088,9,2018,65954,5.0,55.0,1100000,0,1,1,0,0,0,1,0
1089,9,2016,28000,5.0,35.0,395000,0,1,1,0,0,1,0,0
1090,6,2021,38848,5.0,27.0,425000,0,1,1,0,0,1,0,0
1091,17,2017,30000,7.0,55.0,2190000,0,1,1,0,0,0,1,0
1092,26,2020,27000,5.0,50.0,4800000,1,0,1,0,0,0,0,1
1093,6,2017,69000,5.0,42.0,421000,0,1,1,0,0,1,0,0
1094,9,2016,22700,5.0,45.0,560000,0,1,1,0,0,1,0,0
1095,7,2014,9212,5.0,35.0,777000,0,1,1,0,0,1,0,0
1096,21,2019,41000,5.0,64.0,3250000,1,0,0,1,0,0,1,0
1097,12,2014,100000,8.0,60.0,875000,0,1,0,1,0,0,1,0
1098,6,2018,13066,5.0,43.0,899000,0,1,1,0,0,1,0,0
1099,4,2015,75000,5.0,50.0,425000,0,1,1,0,0,0,1,0
1100,6,2019,53241,5.0,27.0,425000,0,1,1,0,0,1,0,0
1101,22,2021,12000,5.0,47.0,3875000,1,0,1,0,0,1,0,0
1102,7,2013,65000,5.0,42.0,500000,0,1,1,0,0,1,0,0
1103,17,2012,97000,7.0,80.0,1225000,0,1,0,1,0,0,1,0
1104,17,2017,49000,7.0,65.0,1789999,1,0,0,1,0,1,0,0
1105,9,2013,64000,5.0,32.0,240000,0,1,1,0,0,1,0,0
1106,8,2010,78000,5.0,35.0,240000,0,1,0,1,0,1,0,0
1107,7,2019,56000,5.0,35.0,935000,0,1,1,0,0,0,1,0
1108,6,2018,39000,5.0,37.0,775000,1,0,1,0,0,1,0,0
1109,12,2017,55000,8.0,60.0,950000,0,1,0,1,0,0,1,0
1110,9,2018,53000,5.0,43.0,549000,1,0,0,1,0,1,0,0
1111,6,2021,1374,5.0,40.0,645000,0,1,1,0,0,0,0,1
1112,27,2018,68000,5.0,66.0,3400000,1,0,1,0,0,0,1,0
1113,9,2019,35000,5.0,45.0,645000,0,1,1,0,0,1,0,0
1114,25,2016,39000,5.0,65.0,2600000,1,0,1,0,0,0,1,0
1115,21,2011,62000,5.0,63.0,1375000,1,0,1,0,0,0,1,0
1116,7,2021,11000,5.0,40.0,1340000,1,0,1,0,0,1,0,0
1117,6,2020,11000,5.0,37.0,840000,0,1,1,0,0,1,0,0
1118,6,2014,102000,5.0,42.0,525000,0,1,0,1,0,1,0,0
1119,6,2022,7000,7.0,40.0,625000,0,1,1,0,0,1,0,0
1120,9,2012,20000,5.0,32.0,215000,0,1,1,0,0,1,0,0
1121,9,2019,25000,5.0,43.0,595000,0,1,1,0,0,1,0,0
1122,21,2022,22000,5.0,54.0,4150000,1,0,1,0,0,1,0,0
1123,6,2018,65000,5.0,37.0,750000,0,1,1,0,0,0,1,0
1124,14,2013,47000,5.0,52.0,550000,0,1,1,0,0,1,0,0
1125,4,2016,2000000,5.0,50.0,450000,0,1,1,0,0,0,1,0
1126,25,2016,27011,5.0,35.0,4175000,1,0,0,1,0,0,1,0
1127,24,2018,45545,5.0,56.0,2700000,1,0,0,1,0,0,1,0
1128,27,2018,18000,5.0,93.0,6150000,1,0,1,0,0,0,1,0
1129,8,2014,72782,5.0,45.0,565000,0,1,1,0,0,1,0,0
1130,6,2017,16800,5.0,35.0,369000,0,1,1,0,0,1,0,0
1131,17,2019,40900,5.0,42.0,1090000,1,0,1,0,0,1,0,0
1132,7,2017,39000,5.0,40.0,580000,0,1,1,0,0,1,0,0
1133,25,2016,77000,5.0,63.0,2199000,1,0,1,0,0,0,1,0
1134,12,2018,120000,7.0,60.0,1251000,0,1,0,1,0,0,1,0
1135,7,2017,38700,5.0,35.0,540000,0,1,1,0,0,1,0,0
1136,6,2021,7239,6.0,45.0,1245000,0,1,1,0,0,1,0,0
1137,25,2020,14000,5.0,57.0,4749000,1,0,1,0,0,1,0,0
1138,9,2014,76000,5.0,43.0,365000,0,1,1,0,0,1,0,0
1139,25,2020,11000,5.0,50.0,4300000,1,0,1,0,0,0,1,0
1140,6,2019,81300,5.0,48.0,825000,0,1,1,0,0,0,1,0
1141,8,2013,76000,5.0,45.0,325000,0,1,1,0,0,0,1,0
1142,11,2018,91460,5.0,35.0,400000,0,1,1,0,0,1,0,0
1143,28,2018,45000,5.0,57.0,3600000,1,0,1,0,0,0,1,0
1144,12,2013,47000,8.0,60.0,671000,0,1,1,0,0,0,1,0
1145,27,2018,50000,5.0,66.0,3400000,1,0,1,0,0,0,1,0
1146,25,2014,133273,4.0,35.0,3200000,1,0,1,0,0,0,1,0
1147,8,2017,60500,5.0,55.0,775000,1,0,1,0,0,1,0,0
1148,27,2014,81000,5.0,95.0,2150000,1,0,1,0,0,0,1,0
1149,28,2020,22000,5.0,35.0,4700000,1,0,0,1,0,0,1,0
1150,14,2009,88000,5.0,43.0,145000,0,1,1,0,0,0,1,0
1151,22,2020,19759,5.0,44.0,3590000,1,0,1,0,0,0,1,0
1152,17,2011,77000,5.0,55.0,375000,0,1,1,0,0,1,0,0
1153,9,2015,58200,5.0,43.0,645000,1,0,1,0,0,1,0,0
1154,17,2022,4000,7.0,58.0,11500000,1,0,1,0,0,0,0,1
1155,6,2015,42000,5.0,35.0,509999,0,1,1,0,0,1,0,0
1156,9,2013,63000,5.0,56.0,545000,1,0,1,0,0,1,0,0
1157,7,2018,42855,5.0,40.0,835000,0,1,1,0,0,1,0,0
1158,4,2018,24000,5.0,50.0,960000,0,1,1,0,0,0,1,0
1159,6,2019,34000,5.0,35.0,540000,0,1,1,0,0,1,0,0
1160,16,2022,9500,5.0,50.0,1475000,0,1,1,0,0,1,0,0
1161,24,2014,32000,5.0,83.0,3600000,1,0,0,1,0,0,1,0
1162,9,2018,97000,5.0,43.0,1175000,0,1,1,0,0,0,1,0
1163,9,2014,72900,5.0,43.0,475000,1,0,0,1,0,1,0,0
1164,21,2021,28000,5.0,85.0,9900000,1,0,1,0,0,1,0,0
1165,6,2022,6000,5.0,37.0,650000,0,1,1,0,0,1,0,0
1166,25,2021,24500,5.0,68.0,6100000,1,0,1,0,0,0,1,0
1167,9,2013,41000,5.0,35.0,370000,1,0,1,0,0,1,0,0
1168,7,2018,50000,5.0,40.0,875000,0,1,1,0,0,1,0,0
1169,6,2018,66000,5.0,37.0,695000,1,0,1,0,0,0,1,0
1170,11,2022,38000,5.0,50.0,2275000,1,0,1,0,0,0,1,0
1171,19,2021,17000,5.0,60.0,2700000,1,0,1,0,0,1,0,0
1172,9,2014,74000,5.0,43.0,545000,0,1,1,0,0,0,1,0
1173,6,2021,22000,5.0,32.0,540000,0,1,1,0,0,1,0,0
1174,15,2018,20690,5.0,55.0,1099000,1,0,1,0,0,1,0,0
1175,9,2019,40000,5.0,43.0,1125000,0,1,1,0,0,0,1,0
1176,9,2018,50000,5.0,60.0,1299000,1,0,1,0,0,1,0,0
1177,25,2013,70000,5.0,35.0,1600000,1,0,0,1,0,0,1,0
1178,25,2021,20000,5.0,83.0,10800000,1,0,1,0,0,1,0,0
1179,6,2020,47248,6.0,45.0,1190000,1,0,1,0,0,1,0,0
1180,11,2021,9000,5.0,35.0,795000,1,0,1,0,0,1,0,0
1181,9,2013,78000,5.0,43.0,459999,0,1,0,1,0,0,1,0
1182,21,2018,51000,5.0,75.0,3400000,1,0,1,0,0,0,1,0
1183,9,2018,34841,5.0,55.0,1050000,0,1,1,0,0,1,0,0
1184,9,2014,46000,5.0,45.0,385000,0,1,1,0,0,1,0,0
1185,7,2015,61000,5.0,40.0,585000,0,1,1,0,0,0,1,0
1186,21,2014,55000,5.0,50.0,1650000,1,0,1,0,0,0,1,0
1187,6,2020,58736,5.0,42.0,625000,0,1,1,0,0,1,0,0
