,Make,Year,Kilometer,Seating_Capacity,Fuel_Tank_Capacity,Price,Automatic,Manual,First_O,Second_O,Others_O,Petrol,Diesel,Others_F
1066,6,2017,52100,5.0,35.0,265000,0,1,1,0,0,1,0,0
1067,15,2019,32809,5.0,55.0,950000,0,1,1,0,0,0,1,0
1068,17,2014,101000,7.0,80.0,1750000,1,0,1,0,0,0,1,0
1069,21,2016,40500,5.0,50.0,2225000,1,0,1,0,0,0,1,0
1070,19,2021,25700,5.0,60.0,1748999,0,1,1,0,0,1,0,0
1071,27,2014,85000,5.0,70.0,2250000,1,0,0,1,0,0,1,0
1072,9,2017,17268,5.0,45.0,690000,0,1,1,0,0,1,0,0
1073,6,2017,68000,5.0,37.0,561000,0,1,1,0,0,1,0,0
1074,9,2011,30000,5.0,35.0,299000,0,1,0,0,1,1,0,0
1075,19,2020,57000,5.0,60.0,1580000,0,1,1,0,0,0,1,0
1076,6,2017,44100,5.0,42.0,595000,1,0,1,0,0,1,0,0
1077,28,2013,91840,5.0,35.0,4390000,1,0,0,1,0,0,1,0
1078,9,2009,115000,5.0,45.0,235000,0,1,0,0,1,1,0,0
1079,9,2014,23000,5.0,45.0,450000,0,1,1,0,0,1,0,0
1080,25,2014,58000,5.0,35.0,2299000,1,0,1,0,0,0,1,0
1081,27,2018,95786,5.0,93.0,4590000,1,0,1,0,0,0,1,0
1082,21,2016,95401,5.0,64.0,2150000,1,0,1,0,0,0,1,0
1083,16,2020,7000,5.0,50.0,1850000,1,0,1,0,0,1,0,0
1084,9,2017,24000,5.0,50.0,1175000,1,0,1,0,0,1,0,0
1085,6,2012,68000,5.0,35.0,250000,0,1,1,0,0,1,0,0
1086,9,2015,41273,5.0,45.0,400000,0,1,1,0,0,1,0,0
1087,21,2018,66000,5.0,35.0,4000000,1,0,1,0,0,0,1,0
1088,9,2018,65954,5.0,55.0,1100000,0,1,1,0,0,0,1,0
1089,9,2016,28000,5.0,35.0,395000,0,1,1,0,0,1,0,0
1090,6,2021,38848,5.0,27.0,425000,0,1,1,0,0,1,0,0
1091,17,2017,30000,7.0,55.0,2190000,0,1,1,0,0,0,1,0
1092,26,2020,27000,5.0,50.0,4800000,1,0,1,0,0,0,0,1
1093,6,2017,69000,5.0,42.0,421000,0,1,1,0,0,1,0,0
1094,9,2016,22700,5.0,45.0,560000,0,1,1,0,0,1,0,0
1095,7,2014,9212,5.0,35.0,777000,0,1,1,0,0,1,0,0
1096,21,2019,41000,5.0,64.0,3250000,1,0,0,1,0,0,1,0
1097,12,2014,100000,8.0,60.0,875000,0,1,0,1,0,0,1,0
1098,6,2018,13066,5.0,43.0,899000,0,1,1,0,0,1,0,0
1099,4,2015,75000,5.0,50.0,425000,0,1,1,0,0,0,1,0
1100,6,2019,53241,5.0,27.0,425000,0,1,1,0,0,1,0,0
1101,22,2021,12000,5.0,47.0,3875000,1,0,1,0,0,1,0,0
1102,7,2013,65000,5.0,42.0,500000,0,1,1,0,0,1,0,0
1103,17,2012,97000,7.0,80.0,1225000,0,1,0,1,0,0,1,0
1104,17,2017,49000,7.0,65.0,1789999,1,0,0,1,0,1,0,0
1105,9,2013,64000,5.0,32.0,240000,0,1,1,0,0,1,0,0
1106,8,2010,78000,5.0,35.0,240000,0,1,0,1,0,1,0,0
1107,7,2019,56000,5.0,35.0,935000,0,1,1,0,0,0,1,0
1108,6,2018,39000,5.0,37.0,775000,1,0,1,0,0,1,0,0
1109,12,2017,55000,8.0,60.0,950000,0,1,0,1,0,0,1,0
1110,9,2018,53000,5.0,43.0,549000,1,0,0,1,0,1,0,0
1111,6,2021,1374,5.0,40.0,645000,0,1,1,0,0,0,0,1
1112,27,2018,68000,5.0,66.0,3400000,1,0,1,0,0,0,1,0
1113,9,2019,35000,5.0,45.0,645000,0,1,1,0,0,1,0,0
1114,25,2016,39000,5.0,65.0,2600000,1,0,1,0,0,0,1,0
1115,21,2011,62000,5.0,63.0,1375000,1,0,1,0,0,0,1,0
1116,7,2021,11000,5.0,40.0,1340000,1,0,1,0,0,1,0,0
1117,6,2020,11000,5.0,37.0,840000,0,1,1,0,0,1,0,0
1118,6,2014,102000,5.0,42.0,525000,0,1,0,1,0,1,0,0
1119,6,2022,7000,7.0,40.0,625000,0,1,1,0,0,1,0,0
1120,9,2012,20000,5.0,32.0,215000,0,1,1,0,0,1,0,0
1121,9,2019,25000,5.0,43.0,595000,0,1,1,0,0,1,0,0
1122,21,2022,22000,5.0,54.0,4150000,1,0,1,0,0,1,0,0
1123,6,2018,65000,5.0,37.0,750000,0,1,1,0,0,0,1,0
1124,14,2013,47000,5.0,52.0,550000,0,1,1,0,0,1,0,0
1125,4,2016,2000000,5.0,50.0,450000,0,1,1,0,0,0,1,0
1126,25,2016,27011,5.0,35.0,4175000,1,0,0,1,0,0,1,0
1127,24,2018,45545,5.0,56.0,2700000,1,0,0,1,0,0,1,0
1128,27,2018,18000,5.0,93.0,6150000,1,0,1,0,0,0,1,0
1129,8,2014,72782,5.0,45.0,565000,0,1,1,0,0,1,0,0
1130,6,2017,16800,5.0,35.0,369000,0,1,1,0,0,1,0,0
1131,17,2019,40900,5.0,42.0,1090000,1,0,1,0,0,1,0,0
1132,7,2017,39000,5.0,40.0,580000,0,1,1,0,0,1,0,0
1133,25,2016,77000,5.0,63.0,2199000,1,0,1,0,0,0,1,0
1134,12,2018,120000,7.0,60.0,1251000,0,1,0,1,0,0,1,0
1135,7,2017,38700,5.0,35.0,540000,0,1,1,0,0,1,0,0
1136,6,2021,7239,6.0,45.0,1245000,0,1,1,0,0,1,0,0
1137,25,2020,14000,5.0,57.0,4749000,1,0,1,0,0,1,0,0
1138,9,2014,76000,5.0,43.0,365000,0,1,1,0,0,1,0,0
1139,25,2020,11000,5.0,50.0,4300000,1,0,1,0,0,0,1,0
1140,6,2019,81300,5.0,48.0,825000,0,1,1,0,0,0,1,0
1141,8,2013,76000,5.0,45.0,325000,0,1,1,0,0,0,1,0
1142,11,2018,91460,5.0,35.0,400000,0,1,1,0,0,1,0,0
1143,28,2018,45000,5.0,57.0,3600000,1,0,1,0,0,0,1,0
1144,12,2013,47000,8.0,60.0,671000,0,1,1,0,0,0,1,0
1145,27,2018,50000,5.0,66.0,3400000,1,0,1,0,0,0,1,0
1146,25,2014,133273,4.0,35.0,3200000,1,0,1,0,0,0,1,0
1147,8,2017,60500,5.0,55.0,775000,1,0,1,0,0,1,0,0
1148,27,2014,81000,5.0,95.0,2150000,1,0,1,0,0,0,1,0
1149,28,2020,22000,5.0,35.0,4700000,1,0,0,1,0,0,1,0
1150,14,2009,88000,5.0,43.0,145000,0,1,1,0,0,0,1,0
1151,22,2020,19759,5.0,44.0,3590000,1,0,1,0,0,0,1,0
1152,17,2011,77000,5.0,55.0,375000,0,1,1,0,0,1,0,0
1153,9,2015,58200,5.0,43.0,645000,1,0,1,0,0,1,0,0
1154,17,2022,4000,7.0,58.0,11500000,1,0,1,0,0,0,0,1
1155,6,2015,42000,5.0,35.0,509999,0,1,1,0,0,1,0,0
1156,9,2013,63000,5.0,56.0,545000,1,0,1,0,0,1,0,0
1157,7,2018,42855,5.0,40.0,835000,0,1,1,0,0,1,0,0
1158,4,2018,24000,5.0,50.0,960000,0,1,1,0,0,0,1,0
1159,6,2019,34000,5.0,35.0,540000,0,1,1,0,0,1,0,0
1160,16,2022,9500,5.0,50.0,1475000,0,1,1,0,0,1,0,0
1161,24,2014,32000,5.0,83.0,3600000,1,0,0,1,0,0,1,0
1162,9,2018,97000,5.0,43.0,1175000,0,1,1,0,0,0,1,0
1163,9,2014,72900,5.0,43.0,475000,1,0,0,1,0,1,0,0
1164,21,2021,28000,5.0,85.0,9900000,1,0,1,0,0,1,0,0
1165,6,2022,6000,5.0,37.0,650000,0,1,1,0,0,1,0,0
1166,25,2021,24500,5.0,68.0,6100000,1,0,1,0,0,0,1,0
1167,9,2013,41000,5.0,35.0,370000,1,0,1,0,0,1,0,0
1168,7,2018,50000,5.0,40.0,875000,0,1,1,0,0,1,0,0
1169,6,2018,66000,5.0,37.0,695000,1,0,1,0,0,0,1,0
1170,11,2022,38000,5.0,50.0,2275000,1,0,1,0,0,0,1,0
1171,19,2021,17000,5.0,60.0,2700000,1,0,1,0,0,1,0,0
1172,9,2014,74000,5.0,43.0,545000,0,1,1,0,0,0,1,0
1173,6,2021,22000,5.0,32.0,540000,0,1,1,0,0,1,0,0
1174,15,2018,20690,5.0,55.0,1099000,1,0,1,0,0,1,0,0
1175,9,2019,40000,5.0,43.0,1125000,0,1,1,0,0,0,1,0
1176,9,2018,50000,5.0,60.0,1299000,1,0,1,0,0,1,0,0
1177,25,2013,70000,5.0,35.0,1600000,1,0,0,1,0,0,1,0
1178,25,2021,20000,5.0,83.0,10800000,1,0,1,0,0,1,0,0
1179,6,2020,47248,6.0,45.0,1190000,1,0,1,0,0,1,0,0
1180,11,2021,9000,5.0,35.0,795000,1,0,1,0,0,1,0,0
1181,9,2013,78000,5.0,43.0,459999,0,1,0,1,0,0,1,0
1182,21,2018,51000,5.0,75.0,3400000,1,0,1,0,0,0,1,0
1183,9,2018,34841,5.0,55.0,1050000,0,1,1,0,0,1,0,0
1184,9,2014,46000,5.0,45.0,385000,0,1,1,0,0,1,0,0
1185,7,2015,61000,5.0,40.0,585000,0,1,1,0,0,0,1,0
1186,21,2014,55000,5.0,50.0,1650000,1,0,1,0,0,0,1,0
1187,6,2020,58736,5.0,42.0,625000,0,1,1,0,0,1,0,0
1188,6,2019,34000,5.0,43.0,910000,0,1,1,0,0,1,0,0
1189,12,2018,47000,7.0,70.0,1275000,0,1,1,0,0,0,1,0
1190,9,2017,47000,5.0,45.0,585000,0,1,1,0,0,1,0,0
1191,12,2017,79000,7.0,60.0,1035000,0,1,1,0,0,0,1,0
1192,9,2021,12020,5.0,37.0,1075000,1,0,1,0,0,1,0,0
1193,9,2020,7000,5.0,50.0,1650000,0,1,1,0,0,0,1,0
1194,21,2014,15000,5.0,63.0,1575000,1,0,1,0,0,0,1,0
1195,25,2014,82000,5.0,67.0,1950000,1,0,0,1,0,0,1,0
1196,25,2022,6000,5.0,65.0,6390000,1,0,1,0,0,0,1,0
1197,9,2019,68000,5.0,60.0,1080000,0,1,1,0,0,0,1,0
1198,21,2017,24000,7.0,75.0,5500000,1,0,1,0,0,0,1,0
1199,9,2020,56000,5.0,45.0,1080000,0,1,1,0,0,0,1,0
1200,12,2015,25000,7.0,70.0,800000,0,1,1,0,0,0,1,0
1201,1,2017,34000,7.0,35.0,335000,0,1,1,0,0,1,0,0
1202,9,2021,10700,5.0,45.0,1185000,0,1,1,0,0,1,0,0
1203,9,2021,25000,5.0,37.0,894999,1,0,1,0,0,1,0,0
1204,7,2019,54000,5.0,35.0,650000,1,0,0,1,0,1,0,0
1205,9,2014,75000,5.0,45.0,550000,0,1,1,0,0,0,1,0
1206,6,2016,88000,5.0,37.0,550000,0,1,1,0,0,0,1,0
1207,21,2016,139000,5.0,64.0,1650000,1,0,0,1,0,0,1,0
1208,15,2022,1300,5.0,50.0,1600000,0,1,1,0,0,1,0,0
1209,9,2019,20000,5.0,43.0,1175000,0,1,1,0,0,1,0,0
1210,13,2018,122000,7.0,70.0,1995000,1,0,1,0,0,0,1,0
1211,9,2016,38000,5.0,45.0,575000,0,1,1,0,0,0,1,0
1212,20,2021,18500,5.0,60.0,1975000,0,1,1,0,0,0,1,0
1213,9,2022,27800,5.0,50.0,1625000,0,1,1,0,0,0,1,0
1214,6,2019,46027,5.0,42.0,695000,0,1,1,0,0,1,0,0
1215,17,2018,23148,5.0,42.0,875000,1,0,1,0,0,1,0,0
1216,15,2017,28000,5.0,50.0,1495000,1,0,1,0,0,1,0,0
1217,6,2019,11874,5.0,37.0,725000,1,0,1,0,0,1,0,0
1218,9,2017,50000,5.0,60.0,875000,0,1,1,0,0,1,0,0
1219,25,2014,88000,5.0,35.0,2250000,1,0,0,0,1,0,1,0
1220,14,2016,75000,7.0,80.0,2350000,1,0,0,1,0,0,1,0
1221,25,2019,15500,5.0,57.0,2690000,1,0,1,0,0,0,1,0
1222,6,2016,82445,5.0,43.0,695000,0,1,0,1,0,0,1,0
1223,7,2014,75574,5.0,40.0,600000,0,1,0,1,0,1,0,0
1224,6,2015,64000,5.0,35.0,375000,0,1,1,0,0,0,0,1
1225,9,2012,75000,5.0,35.0,315000,0,1,1,0,0,1,0,0
1226,14,2019,14095,5.0,52.0,775000,0,1,1,0,0,1,0,0
1227,21,2017,17000,5.0,75.0,3075000,1,0,1,0,0,0,1,0
1228,4,2014,70000,5.0,50.0,415000,0,1,1,0,0,0,1,0
1229,6,2017,68000,7.0,45.0,765000,0,1,1,0,0,0,1,0
1230,6,2018,40000,5.0,42.0,520000,0,1,0,1,0,1,0,0
1231,24,2015,39000,5.0,83.0,3900000,1,0,1,0,0,0,1,0
1232,9,2016,72000,5.0,60.0,850000,0,1,1,0,0,0,1,0
1233,6,2016,39000,7.0,45.0,969999,0,1,1,0,0,0,1,0
1234,6,2016,62000,5.0,37.0,575000,0,1,1,0,0,0,1,0
1235,14,2021,41086,7.0,80.0,3900000,1,0,0,1,0,0,1,0
1854,23,2017,68000,5.0,60.0,2050000,1,0,0,1,0,0,1,0
1855,6,2014,47884,5.0,35.0,395000,1,0,1,0,0,1,0,0
1856,15,2017,56000,5.0,50.0,1390000,1,0,1,0,0,1,0,0
1857,7,2010,58424,5.0,42.0,365000,0,1,1,0,0,1,0,0
1858,9,2017,55000,5.0,43.0,451000,0,1,1,0,0,0,1,0
1859,6,1996,100000,5.0,35.0,130000,0,1,0,1,0,0,0,1
1860,17,2017,45000,7.0,55.0,2150000,1,0,1,0,0,0,1,0
1861,6,2011,75000,5.0,43.0,195000,0,1,1,0,0,0,1,0
1862,15,2018,47000,5.0,55.0,880000,0,1,1,0,0,1,0,0
1863,9,2019,38000,5.0,43.0,1180000,1,0,1,0,0,1,0,0
1864,6,2016,17000,5.0,35.0,285000,0,1,1,0,0,1,0,0
1865,25,2020,20000,7.0,35.0,7998999,1,0,1,0,0,0,1,0
1866,9,2018,925000,5.0,43.0,925000,0,1,1,0,0,0,1,0
1867,14,2019,35000,5.0,40.0,675000,0,1,1,0,0,0,1,0
1868,22,2015,34303,5.0,44.0,2500000,1,0,0,1,0,0,1,0
1869,21,2019,34000,5.0,75.0,3675000,1,0,1,0,0,0,1,0
1870,9,2022,8000,7.0,50.0,2400000,1,0,1,0,0,0,1,0
1871,16,2020,27000,5.0,50.0,1300000,0,1,1,0,0,0,1,0
1872,9,2021,6600,5.0,37.0,825000,1,0,1,0,0,1,0,0
1873,17,2015,125000,8.0,55.0,899000,0,1,0,0,1,0,1,0
1874,6,2021,13424,5.0,35.0,409999,0,1,1,0,0,1,0,0
1875,6,2015,78000,5.0,35.0,289000,0,1,1,0,0,0,0,1
1876,6,2011,69276,5.0,35.0,280000,0,1,1,0,0,1,0,0
1877,9,2017,31000,5.0,45.0,811999,0,1,1,0,0,0,1,0
1878,25,2017,33000,4.0,78.0,5400000,1,0,0,1,0,0,1,0
1879,6,2012,54000,5.0,35.0,220000,0,1,1,0,0,1,0,0
1880,8,2014,54000,5.0,45.0,625000,0,1,1,0,0,0,1,0
1881,6,2017,75000,5.0,48.0,725000,0,1,1,0,0,0,1,0
1882,25,2017,63651,5.0,67.0,4195000,1,0,1,0,0,0,1,0
1883,21,2014,71796,5.0,64.0,1450000,1,0,0,0,1,0,1,0
1884,5,2014,74000,5.0,50.0,425000,0,1,0,1,0,0,1,0
1885,9,2013,82461,5.0,32.0,250000,0,1,1,0,0,1,0,0
1886,6,2018,66000,5.0,37.0,800000,0,1,1,0,0,0,1,0
1887,12,2015,87000,8.0,60.0,875000,0,1,1,0,0,0,1,0
1888,27,2016,61109,5.0,50.0,2275000,1,0,0,1,0,0,1,0
1889,11,2019,32000,5.0,35.0,525000,0,1,1,0,0,1,0,0
1890,27,2021,6600,5.0,80.0,20000000,1,0,1,0,0,1,0,0
1891,12,2021,14000,4.0,57.0,1520000,0,1,1,0,0,1,0,0
1892,9,2009,135797,5.0,35.0,170000,0,1,0,1,0,1,0,0
1893,14,2019,42475,7.0,80.0,3300000,1,0,1,0,0,0,1,0
1894,6,2018,27239,5.0,35.0,575000,1,0,1,0,0,1,0,0
1895,3,2013,66000,5.0,38.0,190000,0,1,1,0,0,1,0,0
1896,9,2022,2272,5.0,37.0,755000,0,1,1,0,0,1,0,0
1897,7,2015,50000,5.0,58.0,1130000,1,0,1,0,0,1,0,0
1898,6,2019,17491,5.0,35.0,316000,0,1,1,0,0,1,0,0
1899,6,2017,38674,5.0,42.0,610000,0,1,1,0,0,1,0,0
1900,21,2016,40000,5.0,64.0,1875000,1,0,1,0,0,0,1,0
1901,6,2021,14000,5.0,35.0,480000,0,1,1,0,0,0,0,1
1902,4,2019,32000,5.0,28.0,365000,0,1,1,0,0,1,0,0
1903,9,2012,72000,5.0,35.0,250000,0,1,0,0,1,1,0,0
1904,14,2017,82000,5.0,52.0,745000,0,1,1,0,0,0,1,0
1905,27,2013,52000,5.0,50.0,1150000,1,0,0,1,0,1,0,0
1906,20,2020,38500,5.0,35.0,2100000,1,0,1,0,0,0,0,1
1907,9,2014,56000,5.0,43.0,200000,0,1,0,0,1,0,1,0
1908,7,2016,42000,5.0,40.0,775000,1,0,1,0,0,1,0,0
1909,9,2016,57983,5.0,60.0,860000,0,1,1,0,0,1,0,0
1910,21,2018,15600,5.0,50.0,2089999,1,0,1,0,0,1,0,0
1911,9,2019,26000,5.0,43.0,1100000,0,1,1,0,0,0,1,0
1912,27,2021,5000,5.0,70.0,18500000,1,0,0,0,1,0,1,0
1913,6,2011,90000,5.0,42.0,260000,0,1,0,1,0,0,1,0
1914,27,2016,43323,5.0,80.0,2690000,1,0,0,1,0,0,1,0
1915,15,2020,94182,5.0,50.0,1400000,1,0,1,0,0,0,1,0
1916,9,2022,3395,5.0,35.0,515000,0,1,1,0,0,1,0,0
1917,6,2014,53213,7.0,45.0,600000,0,1,1,0,0,0,1,0
1918,14,2017,93000,7.0,80.0,2000000,1,0,1,0,0,0,1,0
1919,24,2018,45000,5.0,56.0,2850000,1,0,1,0,0,0,1,0
1920,17,2017,110000,7.0,80.0,3200000,1,0,1,0,0,0,1,0
1921,17,2016,70000,5.0,55.0,1075000,0,1,1,0,0,1,0,0
1922,11,2020,40000,5.0,37.0,575000,0,1,1,0,0,1,0,0
1923,23,2018,52000,5.0,54.0,3950000,1,0,1,0,0,0,1,0
1924,6,2019,6200,5.0,43.0,750000,0,1,1,0,0,1,0,0
1925,7,2017,75650,5.0,40.0,755000,0,1,1,0,0,0,1,0
1926,9,2010,60000,5.0,35.0,190000,0,1,0,0,1,1,0,0
1927,6,2014,89000,5.0,42.0,425000,0,1,1,0,0,0,1,0
1928,29,2014,43000,5.0,35.0,3600000,1,0,0,1,0,1,0,0
1929,6,2019,56000,5.0,35.0,390000,0,1,1,0,0,0,0,1
1930,9,2017,57000,5.0,43.0,855000,0,1,0,1,0,0,1,0
1931,9,2012,56000,5.0,32.0,225000,0,1,1,0,0,1,0,0
1932,21,2016,60000,5.0,75.0,2425000,1,0,1,0,0,0,1,0
1933,12,2019,61805,7.0,60.0,1270000,0,1,1,0,0,0,1,0
1934,6,2014,58000,5.0,35.0,325000,0,1,0,1,0,0,0,1
1935,11,2019,33000,5.0,44.0,750000,0,1,1,0,0,1,0,0
1936,7,2008,70000,5.0,42.0,185000,1,0,0,1,0,1,0,0
1937,6,2014,48000,5.0,35.0,450000,1,0,1,0,0,1,0,0
1938,20,2020,12400,5.0,60.0,1710000,0,1,1,0,0,0,1,0
1939,12,2017,92000,7.0,35.0,665000,0,1,1,0,0,0,1,0
1940,9,2015,64000,5.0,60.0,871000,0,1,1,0,0,0,1,0
1941,6,2021,18000,5.0,35.0,625000,0,1,1,0,0,0,0,1
1942,12,2016,53376,6.0,35.0,495000,0,1,1,0,0,0,1,0
1943,7,2016,70000,5.0,40.0,600000,0,1,1,0,0,0,1,0
1944,12,2019,70000,7.0,35.0,875000,0,1,0,1,0,0,1,0
1945,9,2014,65123,5.0,43.0,595000,0,1,1,0,0,0,1,0
1946,7,2014,58600,5.0,35.0,425000,0,1,1,0,0,1,0,0
1947,9,2021,7500,5.0,45.0,1050000,0,1,1,0,0,1,0,0
1948,9,2019,39000,5.0,55.0,1299000,0,1,1,0,0,0,1,0
1949,9,2009,23000,5.0,35.0,175000,0,1,1,0,0,1,0,0
1950,6,2019,27900,6.0,45.0,994999,0,1,1,0,0,1,0,0
1951,6,2019,42000,7.0,45.0,1025000,0,1,1,0,0,0,0,1
1952,25,2016,27011,7.0,35.0,4175000,1,0,0,1,0,0,1,0
1953,4,2016,122000,5.0,28.0,265000,0,1,1,0,0,1,0,0
1954,6,2015,48000,5.0,37.0,475000,0,1,1,0,0,1,0,0
1955,9,2018,9000,5.0,45.0,660000,0,1,1,0,0,1,0,0
1956,4,2019,32000,5.0,28.0,490000,1,0,1,0,0,1,0,0
1957,17,2018,54000,7.0,65.0,1950000,1,0,1,0,0,1,0,0
1958,5,2012,57000,5.0,41.0,315000,0,1,1,0,0,1,0,0
1959,27,2017,90000,5.0,93.0,4190000,1,0,1,0,0,0,1,0
1960,7,2016,49000,5.0,35.0,341000,0,1,1,0,0,1,0,0
1961,6,2018,71000,5.0,48.0,950000,0,1,0,1,0,0,1,0
1962,6,2014,20000,5.0,42.0,409999,0,1,0,1,0,1,0,0
1963,6,2012,12300,5.0,35.0,290000,0,1,1,0,0,1,0,0
1964,6,2021,5000,5.0,43.0,1050000,0,1,1,0,0,0,1,0
1965,6,2013,68000,5.0,42.0,365000,0,1,1,0,0,1,0,0
1966,27,2019,17000,5.0,56.0,3100000,1,0,1,0,0,0,1,0
1967,12,2022,15000,4.0,57.0,1875000,1,0,1,0,0,0,1,0
1968,28,2019,24444,7.0,65.0,5100000,1,0,0,1,0,1,0,0
1969,14,2015,43000,5.0,52.0,595000,0,1,1,0,0,0,1,0
1970,27,2020,18000,5.0,80.0,5200000,1,0,1,0,0,0,1,0
1971,28,2014,82000,5.0,77.0,6000000,1,0,1,0,0,0,1,0
1972,27,2019,57000,5.0,93.0,5775000,1,0,1,0,0,0,1,0
1973,27,2021,2610,5.0,66.0,4975000,1,0,1,0,0,1,0,0
1974,6,2017,92000,5.0,43.0,650000,0,1,0,1,0,0,1,0
1975,6,2017,40879,5.0,32.0,521000,1,0,1,0,0,1,0,0
1976,14,2016,80000,5.0,52.0,570000,0,1,1,0,0,0,1,0
1977,27,2022,5500,5.0,66.0,8100000,1,0,0,0,1,0,1,0
1978,6,2011,89000,5.0,43.0,160000,0,1,0,1,0,0,1,0
1979,25,2017,68690,5.0,35.0,5500000,1,0,1,0,0,0,1,0
1980,6,2018,50000,5.0,32.0,420000,0,1,0,0,1,1,0,0
1981,4,2018,19000,5.0,28.0,299000,0,1,1,0,0,1,0,0
1982,15,2012,130000,5.0,55.0,350000,0,1,1,0,0,0,1,0
1983,6,2017,35000,5.0,42.0,575000,0,1,1,0,0,0,1,0
1984,7,2013,64418,5.0,35.0,335000,1,0,0,1,0,1,0,0
1985,9,2019,10265,5.0,43.0,480000,0,1,1,0,0,1,0,0
1986,6,2021,15000,5.0,60.0,675000,0,1,1,0,0,0,0,1
1987,14,2012,85000,5.0,40.0,350000,0,1,1,0,0,0,1,0
1988,27,2018,90000,5.0,50.0,2500000,1,0,0,1,0,0,1,0
1989,6,2013,89000,5.0,35.0,260000,0,1,1,0,0,0,0,1
1990,6,2017,43000,5.0,35.0,400000,0,1,1,0,0,0,0,1
1991,17,2017,219000,7.0,80.0,2750000,1,0,0,1,0,0,1,0
1992,17,2010,261236,8.0,55.0,555000,0,1,1,0,0,1,0,0
1993,6,2017,50000,5.0,48.0,790000,0,1,1,0,0,0,1,0
1994,6,2014,48000,5.0,35.0,180000,0,1,0,0,1,1,0,0
1995,9,2019,39000,5.0,43.0,551000,0,1,1,0,0,0,1,0
1996,6,2018,33030,5.0,48.0,860000,0,1,1,0,0,0,1,0
1997,7,2013,86000,5.0,42.0,375000,0,1,0,1,0,1,0,0
1998,6,2017,55000,5.0,43.0,725000,1,0,1,0,0,1,0,0
1999,9,2017,35000,5.0,43.0,400000,0,1,1,0,0,1,0,0
2000,19,2022,2000,5.0,60.0,2275000,1,0,1,0,0,1,0,0
2001,19,2018,90000,5.0,60.0,1250000,0,1,1,0,0,0,1,0
2002,7,2012,96506,5.0,42.0,499000,0,1,0,1,0,1,0,0
2003,8,2014,88000,5.0,55.0,399000,1,0,1,0,0,1,0,0
2004,27,2008,140987,5.0,80.0,335000,1,0,0,1,0,0,1,0
2005,6,2015,52000,5.0,42.0,450000,0,1,1,0,0,1,0,0
2006,6,2015,54443,5.0,35.0,409999,1,0,1,0,0,1,0,0
2007,27,2020,9500,5.0,80.0,6100000,1,0,1,0,0,0,1,0
