,Make,Year,Kilometer,Seating_Capacity,Fuel_Tank_Capacity,Price,Automatic,Manual,First_O,Second_O,Others_O,Petrol,Diesel,Others_F
1805,17,2017,75000,7.0,55.0,1421000,0,1,0,1,0,0,1,0
1806,7,2017,99000,5.0,40.0,595000,1,0,1,0,0,1,0,0
1807,6,2013,42000,5.0,42.0,351000,0,1,1,0,0,0,1,0
1808,6,2012,118000,5.0,50.0,325000,0,1,1,0,0,1,0,0
1809,12,2017,78000,7.0,70.0,975000,0,1,1,0,0,0,1,0
1810,6,2019,44000,5.0,43.0,825000,0,1,1,0,0,1,0,0
1811,11,2017,88757,6.0,60.0,1050000,0,1,0,1,0,0,1,0
1812,21,2017,85000,5.0,64.0,1970000,1,0,0,1,0,0,1,0
1813,25,2020,12136,5.0,50.0,4100000,1,0,1,0,0,0,1,0
1814,6,2019,2200,5.0,35.0,385000,0,1,1,0,0,1,0,0
1815,21,2015,49000,5.0,63.0,1525000,1,0,1,0,0,0,1,0
1816,27,2021,6000,5.0,43.0,4150000,1,0,1,0,0,1,0,0
1817,6,2017,64000,5.0,48.0,725000,0,1,1,0,0,0,1,0
1818,17,2011,109000,5.0,55.0,340000,0,1,0,1,0,1,0,0
1819,6,2018,32000,5.0,37.0,650000,0,1,1,0,0,1,0,0
1820,6,2019,13000,5.0,42.0,570000,0,1,1,0,0,1,0,0
1821,17,2008,90000,8.0,55.0,160000,0,1,0,0,1,0,1,0
1822,12,2020,35000,7.0,60.0,1220000,0,1,1,0,0,0,1,0
1823,12,2017,112000,7.0,70.0,800000,0,1,1,0,0,0,1,0
1824,6,2017,40000,5.0,37.0,660000,1,0,1,0,0,1,0,0
1825,7,2017,53580,5.0,40.0,575000,0,1,1,0,0,1,0,0
1826,12,2013,51500,7.0,55.0,240000,0,1,0,1,0,0,1,0
1827,7,2019,22000,5.0,40.0,950000,0,1,1,0,0,1,0,0
1828,4,2017,23700,5.0,28.0,419000,0,1,1,0,0,1,0,0
1829,6,2017,48069,5.0,42.0,750000,1,0,1,0,0,1,0,0
1830,21,2019,48000,5.0,54.0,3400000,1,0,1,0,0,0,1,0
1831,15,2015,47981,5.0,50.0,1160000,1,0,1,0,0,0,1,0
1832,9,2021,26000,7.0,50.0,1750000,0,1,1,0,0,0,1,0
1833,16,2020,63000,5.0,50.0,1575000,1,0,1,0,0,0,1,0
1834,17,2019,71500,7.0,80.0,2811000,1,0,0,1,0,0,1,0
1835,9,2016,16630,5.0,43.0,475000,0,1,1,0,0,1,0,0
1836,21,2018,36000,5.0,75.0,4351000,1,0,1,0,0,0,1,0
1837,7,2017,47255,5.0,40.0,850000,0,1,1,0,0,1,0,0
1838,12,2018,50000,7.0,70.0,1095000,0,1,1,0,0,0,1,0
1839,25,2021,18703,5.0,66.0,7700000,1,0,1,0,0,0,1,0
1840,21,2021,7935,5.0,73.0,5800000,1,0,0,0,1,1,0,0
1841,9,2022,9355,5.0,50.0,1925000,1,0,1,0,0,1,0,0
1842,4,2018,34800,5.0,28.0,305000,0,1,1,0,0,1,0,0
1843,5,2013,72000,5.0,50.0,385000,0,1,0,1,0,0,1,0
1844,15,2012,86288,5.0,55.0,500000,0,1,1,0,0,0,1,0
1845,7,2017,24003,5.0,40.0,655000,0,1,1,0,0,1,0,0
1846,11,2017,28000,5.0,44.0,925000,0,1,1,0,0,0,1,0
1847,9,2017,65000,5.0,45.0,690000,0,1,1,0,0,0,1,0
1848,12,2019,75000,7.0,70.0,1500000,0,1,1,0,0,0,1,0
1849,6,2015,45000,7.0,45.0,625000,0,1,0,1,0,0,1,0
1850,9,2018,71000,5.0,43.0,844999,0,1,0,1,0,0,1,0
1851,7,2018,54000,7.0,42.0,745000,1,0,1,0,0,1,0,0
1852,12,2015,49776,7.0,60.0,650000,1,0,1,0,0,0,1,0
1853,6,2017,61000,5.0,48.0,640000,0,1,1,0,0,0,1,0
1854,23,2017,68000,5.0,60.0,2050000,1,0,0,1,0,0,1,0
1855,6,2014,47884,5.0,35.0,395000,1,0,1,0,0,1,0,0
1856,15,2017,56000,5.0,50.0,1390000,1,0,1,0,0,1,0,0
1857,7,2010,58424,5.0,42.0,365000,0,1,1,0,0,1,0,0
1858,9,2017,55000,5.0,43.0,451000,0,1,1,0,0,0,1,0
1859,6,1996,100000,5.0,35.0,130000,0,1,0,1,0,0,0,1
1860,17,2017,45000,7.0,55.0,2150000,1,0,1,0,0,0,1,0
1861,6,2011,75000,5.0,43.0,195000,0,1,1,0,0,0,1,0
1862,15,2018,47000,5.0,55.0,880000,0,1,1,0,0,1,0,0
1863,9,2019,38000,5.0,43.0,1180000,1,0,1,0,0,1,0,0
1864,6,2016,17000,5.0,35.0,285000,0,1,1,0,0,1,0,0
1865,25,2020,20000,7.0,35.0,7998999,1,0,1,0,0,0,1,0
1866,9,2018,925000,5.0,43.0,925000,0,1,1,0,0,0,1,0
1867,14,2019,35000,5.0,40.0,675000,0,1,1,0,0,0,1,0
1868,22,2015,34303,5.0,44.0,2500000,1,0,0,1,0,0,1,0
1869,21,2019,34000,5.0,75.0,3675000,1,0,1,0,0,0,1,0
1870,9,2022,8000,7.0,50.0,2400000,1,0,1,0,0,0,1,0
1871,16,2020,27000,5.0,50.0,1300000,0,1,1,0,0,0,1,0
1872,9,2021,6600,5.0,37.0,825000,1,0,1,0,0,1,0,0
1873,17,2015,125000,8.0,55.0,899000,0,1,0,0,1,0,1,0
1874,6,2021,13424,5.0,35.0,409999,0,1,1,0,0,1,0,0
1875,6,2015,78000,5.0,35.0,289000,0,1,1,0,0,0,0,1
1876,6,2011,69276,5.0,35.0,280000,0,1,1,0,0,1,0,0
1877,9,2017,31000,5.0,45.0,811999,0,1,1,0,0,0,1,0
1878,25,2017,33000,4.0,78.0,5400000,1,0,0,1,0,0,1,0
1879,6,2012,54000,5.0,35.0,220000,0,1,1,0,0,1,0,0
1880,8,2014,54000,5.0,45.0,625000,0,1,1,0,0,0,1,0
1881,6,2017,75000,5.0,48.0,725000,0,1,1,0,0,0,1,0
1882,25,2017,63651,5.0,67.0,4195000,1,0,1,0,0,0,1,0
1883,21,2014,71796,5.0,64.0,1450000,1,0,0,0,1,0,1,0
1884,5,2014,74000,5.0,50.0,425000,0,1,0,1,0,0,1,0
1885,9,2013,82461,5.0,32.0,250000,0,1,1,0,0,1,0,0
1886,6,2018,66000,5.0,37.0,800000,0,1,1,0,0,0,1,0
1887,12,2015,87000,8.0,60.0,875000,0,1,1,0,0,0,1,0
1888,27,2016,61109,5.0,50.0,2275000,1,0,0,1,0,0,1,0
1889,11,2019,32000,5.0,35.0,525000,0,1,1,0,0,1,0,0
1890,27,2021,6600,5.0,80.0,20000000,1,0,1,0,0,1,0,0
1891,12,2021,14000,4.0,57.0,1520000,0,1,1,0,0,1,0,0
1892,9,2009,135797,5.0,35.0,170000,0,1,0,1,0,1,0,0
1893,14,2019,42475,7.0,80.0,3300000,1,0,1,0,0,0,1,0
1894,6,2018,27239,5.0,35.0,575000,1,0,1,0,0,1,0,0
1895,3,2013,66000,5.0,38.0,190000,0,1,1,0,0,1,0,0
1896,9,2022,2272,5.0,37.0,755000,0,1,1,0,0,1,0,0
1897,7,2015,50000,5.0,58.0,1130000,1,0,1,0,0,1,0,0
1898,6,2019,17491,5.0,35.0,316000,0,1,1,0,0,1,0,0
1899,6,2017,38674,5.0,42.0,610000,0,1,1,0,0,1,0,0
1900,21,2016,40000,5.0,64.0,1875000,1,0,1,0,0,0,1,0
1901,6,2021,14000,5.0,35.0,480000,0,1,1,0,0,0,0,1
1902,4,2019,32000,5.0,28.0,365000,0,1,1,0,0,1,0,0
1903,9,2012,72000,5.0,35.0,250000,0,1,0,0,1,1,0,0
1904,14,2017,82000,5.0,52.0,745000,0,1,1,0,0,0,1,0
1905,27,2013,52000,5.0,50.0,1150000,1,0,0,1,0,1,0,0
1906,20,2020,38500,5.0,35.0,2100000,1,0,1,0,0,0,0,1
1907,9,2014,56000,5.0,43.0,200000,0,1,0,0,1,0,1,0
1908,7,2016,42000,5.0,40.0,775000,1,0,1,0,0,1,0,0
1909,9,2016,57983,5.0,60.0,860000,0,1,1,0,0,1,0,0
1910,21,2018,15600,5.0,50.0,2089999,1,0,1,0,0,1,0,0
1911,9,2019,26000,5.0,43.0,1100000,0,1,1,0,0,0,1,0
1912,27,2021,5000,5.0,70.0,18500000,1,0,0,0,1,0,1,0
1913,6,2011,90000,5.0,42.0,260000,0,1,0,1,0,0,1,0
1914,27,2016,43323,5.0,80.0,2690000,1,0,0,1,0,0,1,0
1915,15,2020,94182,5.0,50.0,1400000,1,0,1,0,0,0,1,0
1916,9,2022,3395,5.0,35.0,515000,0,1,1,0,0,1,0,0
1917,6,2014,53213,7.0,45.0,600000,0,1,1,0,0,0,1,0
1918,14,2017,93000,7.0,80.0,2000000,1,0,1,0,0,0,1,0
1919,24,2018,45000,5.0,56.0,2850000,1,0,1,0,0,0,1,0
1920,17,2017,110000,7.0,80.0,3200000,1,0,1,0,0,0,1,0
1921,17,2016,70000,5.0,55.0,1075000,0,1,1,0,0,1,0,0
1922,11,2020,40000,5.0,37.0,575000,0,1,1,0,0,1,0,0
1923,23,2018,52000,5.0,54.0,3950000,1,0,1,0,0,0,1,0
1924,6,2019,6200,5.0,43.0,750000,0,1,1,0,0,1,0,0
1925,7,2017,75650,5.0,40.0,755000,0,1,1,0,0,0,1,0
1926,9,2010,60000,5.0,35.0,190000,0,1,0,0,1,1,0,0
1927,6,2014,89000,5.0,42.0,425000,0,1,1,0,0,0,1,0
1928,29,2014,43000,5.0,35.0,3600000,1,0,0,1,0,1,0,0
1929,6,2019,56000,5.0,35.0,390000,0,1,1,0,0,0,0,1
1930,9,2017,57000,5.0,43.0,855000,0,1,0,1,0,0,1,0
1931,9,2012,56000,5.0,32.0,225000,0,1,1,0,0,1,0,0
1932,21,2016,60000,5.0,75.0,2425000,1,0,1,0,0,0,1,0
1933,12,2019,61805,7.0,60.0,1270000,0,1,1,0,0,0,1,0
1934,6,2014,58000,5.0,35.0,325000,0,1,0,1,0,0,0,1
1935,11,2019,33000,5.0,44.0,750000,0,1,1,0,0,1,0,0
1936,7,2008,70000,5.0,42.0,185000,1,0,0,1,0,1,0,0
1937,6,2014,48000,5.0,35.0,450000,1,0,1,0,0,1,0,0
1938,20,2020,12400,5.0,60.0,1710000,0,1,1,0,0,0,1,0
1939,12,2017,92000,7.0,35.0,665000,0,1,1,0,0,0,1,0
1940,9,2015,64000,5.0,60.0,871000,0,1,1,0,0,0,1,0
1941,6,2021,18000,5.0,35.0,625000,0,1,1,0,0,0,0,1
1942,12,2016,53376,6.0,35.0,495000,0,1,1,0,0,0,1,0
1943,7,2016,70000,5.0,40.0,600000,0,1,1,0,0,0,1,0
1944,12,2019,70000,7.0,35.0,875000,0,1,0,1,0,0,1,0
1945,9,2014,65123,5.0,43.0,595000,0,1,1,0,0,0,1,0
1946,7,2014,58600,5.0,35.0,425000,0,1,1,0,0,1,0,0
1947,9,2021,7500,5.0,45.0,1050000,0,1,1,0,0,1,0,0
1948,9,2019,39000,5.0,55.0,1299000,0,1,1,0,0,0,1,0
1949,9,2009,23000,5.0,35.0,175000,0,1,1,0,0,1,0,0
1950,6,2019,27900,6.0,45.0,994999,0,1,1,0,0,1,0,0
1951,6,2019,42000,7.0,45.0,1025000,0,1,1,0,0,0,0,1
1952,25,2016,27011,7.0,35.0,4175000,1,0,0,1,0,0,1,0
1953,4,2016,122000,5.0,28.0,265000,0,1,1,0,0,1,0,0
1954,6,2015,48000,5.0,37.0,475000,0,1,1,0,0,1,0,0
1955,9,2018,9000,5.0,45.0,660000,0,1,1,0,0,1,0,0
1956,4,2019,32000,5.0,28.0,490000,1,0,1,0,0,1,0,0
1957,17,2018,54000,7.0,65.0,1950000,1,0,1,0,0,1,0,0
1958,5,2012,57000,5.0,41.0,315000,0,1,1,0,0,1,0,0
1959,27,2017,90000,5.0,93.0,4190000,1,0,1,0,0,0,1,0
1960,7,2016,49000,5.0,35.0,341000,0,1,1,0,0,1,0,0
1961,6,2018,71000,5.0,48.0,950000,0,1,0,1,0,0,1,0
1962,6,2014,20000,5.0,42.0,409999,0,1,0,1,0,1,0,0
1963,6,2012,12300,5.0,35.0,290000,0,1,1,0,0,1,0,0
1964,6,2021,5000,5.0,43.0,1050000,0,1,1,0,0,0,1,0
1965,6,2013,68000,5.0,42.0,365000,0,1,1,0,0,1,0,0
1966,27,2019,17000,5.0,56.0,3100000,1,0,1,0,0,0,1,0
1967,12,2022,15000,4.0,57.0,1875000,1,0,1,0,0,0,1,0
1968,28,2019,24444,7.0,65.0,5100000,1,0,0,1,0,1,0,0
1969,14,2015,43000,5.0,52.0,595000,0,1,1,0,0,0,1,0
1970,27,2020,18000,5.0,80.0,5200000,1,0,1,0,0,0,1,0
1971,28,2014,82000,5.0,77.0,6000000,1,0,1,0,0,0,1,0
1972,27,2019,57000,5.0,93.0,5775000,1,0,1,0,0,0,1,0
1973,27,2021,2610,5.0,66.0,4975000,1,0,1,0,0,1,0,0
1974,6,2017,92000,5.0,43.0,650000,0,1,0,1,0,0,1,0
1975,6,2017,40879,5.0,32.0,521000,1,0,1,0,0,1,0,0
1976,14,2016,80000,5.0,52.0,570000,0,1,1,0,0,0,1,0
1977,27,2022,5500,5.0,66.0,8100000,1,0,0,0,1,0,1,0
1978,6,2011,89000,5.0,43.0,160000,0,1,0,1,0,0,1,0
1979,25,2017,68690,5.0,35.0,5500000,1,0,1,0,0,0,1,0
1980,6,2018,50000,5.0,32.0,420000,0,1,0,0,1,1,0,0
1981,4,2018,19000,5.0,28.0,299000,0,1,1,0,0,1,0,0
1982,15,2012,130000,5.0,55.0,350000,0,1,1,0,0,0,1,0
1983,6,2017,35000,5.0,42.0,575000,0,1,1,0,0,0,1,0
1984,7,2013,64418,5.0,35.0,335000,1,0,0,1,0,1,0,0
1985,9,2019,10265,5.0,43.0,480000,0,1,1,0,0,1,0,0
1986,6,2021,15000,5.0,60.0,675000,0,1,1,0,0,0,0,1
1987,14,2012,85000,5.0,40.0,350000,0,1,1,0,0,0,1,0
1988,27,2018,90000,5.0,50.0,2500000,1,0,0,1,0,0,1,0
1989,6,2013,89000,5.0,35.0,260000,0,1,1,0,0,0,0,1
1990,6,2017,43000,5.0,35.0,400000,0,1,1,0,0,0,0,1
1991,17,2017,219000,7.0,80.0,2750000,1,0,0,1,0,0,1,0
1992,17,2010,261236,8.0,55.0,555000,0,1,1,0,0,1,0,0
1993,6,2017,50000,5.0,48.0,790000,0,1,1,0,0,0,1,0
1994,6,2014,48000,5.0,35.0,180000,0,1,0,0,1,1,0,0
1995,9,2019,39000,5.0,43.0,551000,0,1,1,0,0,0,1,0
1996,6,2018,33030,5.0,48.0,860000,0,1,1,0,0,0,1,0
1997,7,2013,86000,5.0,42.0,375000,0,1,0,1,0,1,0,0
1998,6,2017,55000,5.0,43.0,725000,1,0,1,0,0,1,0,0
1999,9,2017,35000,5.0,43.0,400000,0,1,1,0,0,1,0,0
2000,19,2022,2000,5.0,60.0,2275000,1,0,1,0,0,1,0,0
2001,19,2018,90000,5.0,60.0,1250000,0,1,1,0,0,0,1,0
2002,7,2012,96506,5.0,42.0,499000,0,1,0,1,0,1,0,0
2003,8,2014,88000,5.0,55.0,399000,1,0,1,0,0,1,0,0
2004,27,2008,140987,5.0,80.0,335000,1,0,0,1,0,0,1,0
2005,6,2015,52000,5.0,42.0,450000,0,1,1,0,0,1,0,0
2006,6,2015,54443,5.0,35.0,409999,1,0,1,0,0,1,0,0
2007,27,2020,9500,5.0,80.0,6100000,1,0,1,0,0,0,1,0
