,Make,Year,Kilometer,Seating_Capacity,Fuel_Tank_Capacity,Price,Automatic,Manual,First_O,Second_O,Others_O,Petrol,Diesel,Others_F
33,7,2013,67000,5.0,35.0,860000,1,0,1,0,0,1,0,0
34,9,2009,72000,5.0,35.0,145000,0,1,0,1,0,0,0,1
35,11,2018,27069,5.0,35.0,409000,0,1,1,0,0,1,0,0
36,11,2018,43000,5.0,35.0,490000,0,1,1,0,0,0,1,0
37,17,2019,71000,8.0,55.0,1900000,0,1,1,0,0,0,1,0
38,27,2017,45600,5.0,66.0,3850000,1,0,0,1,0,0,1,0
39,9,2018,60000,5.0,55.0,1125000,0,1,1,0,0,0,1,0
40,27,2014,105101,5.0,70.0,2300000,1,0,1,0,0,0,1,0
41,17,2016,45000,5.0,55.0,1095000,1,0,1,0,0,1,0,0
42,21,2013,66000,5.0,63.0,1575000,1,0,1,0,0,0,1,0
43,27,2010,34105,2.0,70.0,2400000,1,0,1,0,0,1,0,0
44,9,2015,68397,5.0,45.0,525000,0,1,1,0,0,1,0,0
45,12,2015,65000,6.0,60.0,625000,0,1,0,1,0,0,1,0
46,6,2019,27469,5.0,37.0,605000,0,1,1,0,0,1,0,0
47,6,2016,41058,5.0,35.0,412000,1,0,1,0,0,1,0,0
48,6,2016,51330,5.0,43.0,625000,0,1,1,0,0,0,1,0
49,6,2015,45969,5.0,43.0,511000,0,1,1,0,0,1,0,0
50,9,2017,66602,5.0,60.0,1150000,1,0,1,0,0,0,1,0
51,9,2016,57983,5.0,60.0,885000,0,1,1,0,0,1,0,0
52,4,2019,11183,5.0,28.0,470000,1,0,1,0,0,1,0,0
53,20,2019,46301,5.0,60.0,1611000,0,1,1,0,0,0,1,0
54,11,2017,34867,5.0,35.0,475000,1,0,0,1,0,1,0,0
55,17,2015,43634,7.0,55.0,865000,0,1,1,0,0,0,1,0
56,25,2018,9512,5.0,67.0,3800000,1,0,1,0,0,0,1,0
57,19,2020,11293,5.0,60.0,2475000,1,0,1,0,0,0,1,0
58,12,2014,78000,8.0,60.0,400000,0,1,0,1,0,0,1,0
59,7,2016,50374,5.0,35.0,440000,0,1,1,0,0,1,0,0
60,25,2017,15900,5.0,57.0,2800000,1,0,1,0,0,1,0,0
61,7,2017,64000,5.0,40.0,645000,0,1,1,0,0,1,0,0
62,8,2013,78000,5.0,45.0,365000,0,1,1,0,0,0,1,0
63,6,2021,24000,5.0,48.0,1044999,0,1,1,0,0,1,0,0
64,6,2019,40310,7.0,40.0,515000,0,1,0,1,0,1,0,0
65,9,2015,69700,5.0,43.0,455000,1,0,1,0,0,1,0,0
66,25,2012,74073,5.0,67.0,1800000,1,0,1,0,0,0,1,0
67,17,2019,73000,7.0,80.0,3499000,1,0,1,0,0,0,1,0
68,7,2006,130000,5.0,50.0,190000,0,1,0,0,1,1,0,0
69,21,2012,50000,5.0,35.0,1250000,1,0,1,0,0,0,1,0
70,6,2021,24000,5.0,37.0,775000,1,0,1,0,0,1,0,0
71,9,2021,43000,5.0,37.0,825000,0,1,1,0,0,0,1,0
72,21,2016,40500,5.0,50.0,2250000,1,0,1,0,0,0,1,0
73,7,2017,49013,5.0,40.0,865000,1,0,1,0,0,1,0,0
74,14,2013,64983,5.0,45.0,299000,0,1,1,0,0,0,1,0
75,7,2017,92270,5.0,40.0,570000,0,1,1,0,0,1,0,0
76,8,2013,65000,5.0,45.0,385000,0,1,1,0,0,1,0,0
77,7,2014,110000,5.0,35.0,350000,0,1,1,0,0,0,1,0
78,17,2017,47000,5.0,70.0,2345000,1,0,1,0,0,1,0,0
79,12,2022,10000,4.0,57.0,1650000,1,0,1,0,0,1,0,0
80,27,2011,51500,5.0,66.0,1100000,1,0,0,1,0,0,1,0
81,21,2018,35000,5.0,64.0,2900000,1,0,1,0,0,0,1,0
82,6,2017,61518,5.0,37.0,545000,0,1,1,0,0,1,0,0
83,25,2018,34000,5.0,63.0,2990000,1,0,1,0,0,0,1,0
84,6,2017,36058,5.0,37.0,615000,0,1,1,0,0,1,0,0
85,9,2016,88000,5.0,60.0,890000,1,0,1,0,0,0,1,0
86,8,2015,98112,5.0,55.0,430000,0,1,1,0,0,1,0,0
87,27,2013,58000,5.0,66.0,1650000,1,0,1,0,0,0,1,0
88,17,2015,92355,5.0,65.0,1599000,1,0,1,0,0,1,0,0
89,6,2019,16652,5.0,37.0,691000,0,1,1,0,0,1,0,0
90,5,2016,76584,5.0,50.0,650000,0,1,1,0,0,0,1,0
91,6,2015,42500,5.0,35.0,415000,0,1,1,0,0,0,0,1
92,6,2016,70000,5.0,48.0,669000,0,1,1,0,0,0,1,0
93,25,2015,84700,5.0,35.0,2950000,1,0,0,1,0,0,1,0
94,27,2018,83400,5.0,35.0,3900000,1,0,0,1,0,0,1,0
95,29,2022,2766,4.0,75.0,16200000,1,0,1,0,0,1,0,0
96,27,2017,56000,4.0,59.0,5100000,1,0,0,1,0,1,0,0
97,9,2015,68766,5.0,45.0,525000,0,1,1,0,0,1,0,0
98,9,2018,16339,5.0,43.0,750000,0,1,1,0,0,1,0,0
99,7,2016,63882,5.0,35.0,445000,0,1,1,0,0,1,0,0
100,17,2012,28732,5.0,55.0,493000,0,1,1,0,0,1,0,0
101,9,2017,51349,5.0,45.0,611000,0,1,1,0,0,1,0,0
102,9,2014,61866,5.0,43.0,475000,1,0,1,0,0,1,0,0
103,9,2017,29401,5.0,60.0,925000,0,1,1,0,0,1,0,0
104,21,2012,98580,5.0,65.0,1325000,1,0,1,0,0,0,1,0
105,25,2021,8000,5.0,63.0,3900000,1,0,1,0,0,0,1,0
106,12,2020,31348,5.0,42.0,1299000,0,1,1,0,0,0,1,0
107,6,2018,28851,5.0,37.0,580000,0,1,1,0,0,0,1,0
108,7,2013,38175,5.0,35.0,229000,0,1,1,0,0,1,0,0
109,12,2021,8519,4.0,57.0,1575000,0,1,1,0,0,1,0,0
110,7,2011,78000,5.0,42.0,375000,0,1,1,0,0,1,0,0
111,27,2015,48000,5.0,80.0,2250000,1,0,1,0,0,0,1,0
112,17,2014,143000,7.0,80.0,1400000,1,0,0,1,0,0,1,0
113,11,2017,39000,5.0,44.0,425000,0,1,1,0,0,0,1,0
114,15,2014,24000,5.0,55.0,425000,1,0,0,1,0,1,0,0
115,6,2015,62000,5.0,35.0,250000,0,1,0,1,0,1,0,0
116,6,2012,78000,7.0,45.0,425000,0,1,0,1,0,0,1,0
117,9,2009,48500,5.0,35.0,120000,0,1,0,0,1,0,0,1
118,14,2014,82000,5.0,45.0,235000,0,1,0,1,0,0,1,0
119,21,2020,40910,5.0,50.0,3050000,1,0,1,0,0,0,1,0
120,11,2020,10290,5.0,50.0,2145000,0,1,1,0,0,0,1,0
121,9,2021,10530,5.0,37.0,1245000,1,0,1,0,0,1,0,0
122,9,2015,61900,5.0,45.0,549000,0,1,1,0,0,1,0,0
123,8,2013,78000,5.0,45.0,484999,0,1,0,1,0,0,1,0
124,6,2014,57402,5.0,42.0,415000,0,1,1,0,0,1,0,0
125,9,2013,57000,5.0,35.0,200000,0,1,1,0,0,0,0,1
126,9,2015,87500,5.0,43.0,375000,0,1,1,0,0,1,0,0
127,11,2021,16000,5.0,35.0,1375000,1,0,1,0,0,0,0,1
128,9,2022,18000,5.0,50.0,1875000,1,0,1,0,0,1,0,0
129,21,2020,10700,5.0,55.0,2950000,1,0,1,0,0,1,0,0
130,21,2018,78000,7.0,75.0,4900000,1,0,1,0,0,0,1,0
131,9,2020,16282,5.0,37.0,1050000,1,0,1,0,0,1,0,0
132,9,2013,66000,5.0,43.0,470000,0,1,0,0,1,0,1,0
133,6,2017,72019,5.0,35.0,345000,0,1,0,1,0,1,0,0
134,25,2013,195000,5.0,35.0,1490000,1,0,1,0,0,0,1,0
135,12,2007,92170,7.0,60.0,550000,0,1,0,1,0,0,1,0
136,9,2018,55221,5.0,43.0,484999,0,1,1,0,0,1,0,0
137,17,2018,25000,7.0,80.0,3350000,1,0,1,0,0,0,1,0
138,6,2011,58888,5.0,35.0,210000,0,1,0,1,0,1,0,0
139,21,2022,1,5.0,70.0,5651000,1,0,0,0,1,1,0,0
140,4,2020,23500,5.0,50.0,890000,0,1,1,0,0,1,0,0
141,6,2012,68000,5.0,42.0,325000,0,1,0,1,0,1,0,0
142,9,2019,29096,5.0,55.0,1390000,1,0,1,0,0,1,0,0
143,9,2016,61223,5.0,43.0,459999,0,1,1,0,0,1,0,0
144,19,2017,86000,5.0,60.0,1075000,0,1,1,0,0,0,1,0
145,9,2013,87000,5.0,45.0,484999,0,1,1,0,0,0,1,0
146,9,2013,79287,5.0,45.0,385000,0,1,1,0,0,1,0,0
147,27,2018,47009,5.0,35.0,4400000,1,0,0,1,0,0,1,0
148,21,2018,48945,5.0,75.0,3900000,1,0,1,0,0,0,1,0
149,12,2019,17000,8.0,45.0,1050000,0,1,1,0,0,0,1,0
150,16,2019,55000,5.0,50.0,1575000,0,1,1,0,0,0,1,0
151,6,2016,38779,5.0,37.0,655000,0,1,1,0,0,1,0,0
152,27,2019,72000,5.0,80.0,4500000,1,0,1,0,0,0,1,0
153,6,2016,67000,7.0,45.0,865000,0,1,1,0,0,0,1,0
154,9,2017,67000,5.0,43.0,699000,0,1,1,0,0,1,0,0
155,9,2012,70000,5.0,43.0,425000,0,1,0,1,0,0,1,0
156,28,2020,6000,7.0,70.0,6500000,1,0,1,0,0,0,1,0
157,17,2017,46000,7.0,80.0,2900000,1,0,1,0,0,0,1,0
158,27,2017,34000,5.0,93.0,4550000,1,0,1,0,0,0,1,0
159,9,2015,23103,5.0,43.0,490000,0,1,1,0,0,1,0,0
160,27,2016,27000,4.0,70.0,11500000,1,0,1,0,0,1,0,0
161,9,2019,9576,5.0,55.0,1475000,1,0,1,0,0,1,0,0
162,20,2020,27000,5.0,60.0,1729000,1,0,1,0,0,1,0,0
163,20,2021,1942,5.0,48.0,1764999,1,0,1,0,0,1,0,0
164,7,2006,119300,5.0,58.0,250000,1,0,0,0,1,1,0,0
165,6,2016,55000,5.0,35.0,245000,0,1,1,0,0,1,0,0
166,4,2015,98000,5.0,50.0,490000,0,1,0,1,0,0,1,0
167,9,2017,61400,5.0,43.0,550000,0,1,1,0,0,1,0,0
168,7,2016,87693,5.0,40.0,675000,0,1,1,0,0,1,0,0
169,27,2015,31000,5.0,66.0,2225000,1,0,1,0,0,1,0,0
170,9,2016,75210,5.0,40.0,560000,0,1,1,0,0,0,1,0
171,15,2012,69000,5.0,45.0,225000,0,1,1,0,0,1,0,0
172,15,2014,88000,5.0,55.0,499000,1,0,0,1,0,0,1,0
173,16,2020,15000,5.0,45.0,1055000,1,0,1,0,0,1,0,0
174,12,2020,45350,7.0,70.0,2048999,1,0,1,0,0,0,1,0
175,25,2018,68189,5.0,57.0,2775000,1,0,1,0,0,0,1,0
176,27,2015,75000,5.0,50.0,1650000,1,0,1,0,0,0,1,0
177,6,2013,45000,5.0,35.0,350000,0,1,1,0,0,1,0,0
178,21,2014,33000,5.0,65.0,1450000,1,0,0,1,0,0,1,0
179,12,2014,83000,8.0,60.0,600000,0,1,0,1,0,0,1,0
180,25,2012,78000,5.0,35.0,1250000,1,0,1,0,0,0,1,0
181,17,2014,211000,7.0,80.0,1675000,0,1,1,0,0,0,1,0
182,9,2015,67000,5.0,45.0,575000,0,1,1,0,0,1,0,0
183,14,2017,75000,5.0,52.0,699000,0,1,1,0,0,0,1,0
184,21,2014,48600,6.0,100.0,2450000,1,0,0,1,0,0,1,0
185,27,2016,48000,5.0,66.0,2775000,1,0,1,0,0,0,1,0
186,6,2020,5790,5.0,27.0,430000,0,1,1,0,0,1,0,0
187,12,2018,32000,7.0,60.0,1165000,0,1,1,0,0,0,1,0
188,20,2020,65433,5.0,60.0,1780000,0,1,1,0,0,0,1,0
189,6,2011,87230,5.0,43.0,295000,0,1,1,0,0,0,1,0
190,6,2017,38258,5.0,37.0,495000,0,1,0,1,0,0,1,0
191,7,2019,56881,5.0,40.0,975000,0,1,1,0,0,1,0,0
192,17,2013,76000,7.0,55.0,645000,0,1,0,1,0,0,1,0
193,4,2014,72000,5.0,50.0,425000,0,1,0,1,0,0,1,0
194,21,2012,72000,5.0,64.0,1350000,1,0,0,0,1,0,1,0
195,27,2014,60514,5.0,95.0,3200000,1,0,1,0,0,0,1,0
196,23,2013,71141,5.0,60.0,1250000,1,0,1,0,0,0,1,0
197,25,2018,40937,5.0,65.0,5600000,1,0,1,0,0,0,1,0
198,6,2013,37000,5.0,42.0,560000,0,1,1,0,0,0,1,0
199,12,2019,46000,7.0,60.0,1221000,0,1,1,0,0,0,1,0
200,25,2015,86999,5.0,35.0,2975000,1,0,1,0,0,0,1,0
201,7,2009,70200,5.0,42.0,295000,1,0,0,1,0,1,0,0
202,27,2012,64800,5.0,66.0,1300000,1,0,1,0,0,1,0,0
203,9,2016,73000,5.0,60.0,950000,1,0,1,0,0,0,1,0
204,27,2012,72000,5.0,80.0,1350000,1,0,0,1,0,0,1,0
205,27,2015,76345,5.0,70.0,2682000,1,0,1,0,0,0,1,0
206,6,2017,40564,5.0,35.0,286000,0,1,1,0,0,1,0,0
207,9,2013,98500,5.0,45.0,340000,0,1,1,0,0,0,1,0
208,15,2020,46807,5.0,55.0,1125000,1,0,1,0,0,1,0,0
209,11,2018,81000,5.0,44.0,580000,1,0,1,0,0,1,0,0
210,6,2015,13716,5.0,42.0,495000,0,1,1,0,0,1,0,0
211,6,2014,89000,5.0,42.0,550000,0,1,1,0,0,0,1,0
212,16,2021,13000,5.0,45.0,1485000,1,0,1,0,0,0,1,0
213,15,2018,38000,5.0,55.0,885000,0,1,1,0,0,1,0,0
214,21,2012,25500,5.0,64.0,3650000,1,0,0,1,0,1,0,0
215,9,2020,17000,5.0,37.0,715000,1,0,1,0,0,1,0,0
216,27,2012,44724,7.0,80.0,2485000,1,0,1,0,0,1,0,0
217,17,2020,24549,7.0,55.0,2250000,0,1,0,1,0,0,1,0
218,9,2017,97000,5.0,60.0,1050000,1,0,1,0,0,0,1,0
219,17,2018,7800,7.0,80.0,3600000,1,0,1,0,0,0,1,0
220,7,2010,78000,5.0,42.0,295000,0,1,1,0,0,1,0,0
221,4,2019,55000,5.0,28.0,375000,0,1,1,0,0,1,0,0
222,21,2021,20000,5.0,75.0,7200000,1,0,0,0,1,1,0,0
223,11,2021,13594,6.0,50.0,2395000,1,0,1,0,0,0,1,0
224,21,2014,75000,5.0,65.0,1775000,1,0,1,0,0,0,1,0
225,6,2011,65000,5.0,43.0,275000,0,1,1,0,0,0,1,0
226,7,2014,43037,5.0,35.0,325000,0,1,1,0,0,1,0,0
227,6,2013,26000,5.0,42.0,425000,0,1,1,0,0,0,1,0
228,12,2020,78000,7.0,60.0,1475000,0,1,1,0,0,0,1,0
229,17,2018,115000,7.0,55.0,1580000,1,0,1,0,0,0,1,0
230,7,2021,8700,5.0,35.0,869000,1,0,1,0,0,1,0,0
231,27,2019,31000,5.0,93.0,5850000,1,0,1,0,0,0,1,0
232,19,2020,41736,5.0,60.0,1900000,1,0,1,0,0,0,1,0
233,30,2017,40000,5.0,80.0,9000000,1,0,0,1,0,0,1,0
234,17,2020,55000,7.0,80.0,3550000,1,0,1,0,0,0,1,0
235,29,2014,160000,5.0,100.0,3500000,1,0,1,0,0,1,0,0
236,17,2022,11000,7.0,55.0,2425000,1,0,1,0,0,0,1,0
237,25,2018,24690,7.0,35.0,5811000,1,0,1,0,0,0,1,0
238,17,2011,117000,7.0,80.0,750000,0,1,0,1,0,0,1,0
239,21,2014,95000,7.0,100.0,2200000,1,0,1,0,0,0,1,0
240,6,2019,76000,5.0,60.0,520000,0,1,1,0,0,0,0,1
241,6,2018,18000,5.0,35.0,390000,0,1,1,0,0,1,0,0
242,6,2015,38000,5.0,43.0,540000,0,1,1,0,0,1,0,0
243,6,2018,43000,5.0,37.0,699000,1,0,1,0,0,0,1,0
244,9,2013,107000,5.0,43.0,484999,0,1,1,0,0,0,1,0
245,27,2021,13000,4.0,66.0,7500000,1,0,1,0,0,1,0,0
246,27,2011,85000,5.0,90.0,850000,1,0,0,1,0,0,1,0
247,11,2018,8922,5.0,44.0,1085000,1,0,1,0,0,1,0,0
248,6,2013,47800,5.0,35.0,319000,0,1,1,0,0,1,0,0
249,12,2012,143000,7.0,70.0,549000,0,1,1,0,0,0,1,0
250,11,2019,68758,5.0,50.0,1725000,0,1,1,0,0,0,1,0
251,7,2015,72000,7.0,42.0,475000,0,1,0,1,0,0,1,0
252,11,2022,7500,5.0,37.0,890000,0,1,1,0,0,1,0,0
253,6,2012,37000,5.0,35.0,235000,0,1,0,1,0,1,0,0
254,9,2016,22402,5.0,43.0,445000,0,1,1,0,0,1,0,0
255,7,2019,12382,5.0,40.0,1060000,0,1,1,0,0,1,0,0
256,6,2017,61000,5.0,37.0,690000,0,1,1,0,0,0,1,0
257,24,2018,90868,5.0,82.0,4200000,1,0,1,0,0,0,1,0
258,25,2015,84700,5.0,35.0,2950000,1,0,0,1,0,0,1,0
259,28,2022,22010,5.0,104.0,12500000,1,0,1,0,0,1,0,0
260,17,2015,72000,7.0,80.0,1750000,1,0,0,1,0,0,1,0
261,4,2018,75500,5.0,28.0,395000,0,1,1,0,0,1,0,0
262,25,2018,25000,5.0,51.0,2790000,1,0,1,0,0,0,1,0
263,21,2018,38000,5.0,64.0,2475000,1,0,1,0,0,0,1,0
264,6,2009,39586,5.0,35.0,145000,0,1,1,0,0,1,0,0
265,9,2018,33647,5.0,40.0,750000,1,0,1,0,0,1,0,0
266,25,2012,75576,5.0,35.0,800000,1,0,0,1,0,0,1,0
267,12,2016,86000,7.0,70.0,950000,0,1,1,0,0,0,1,0
268,9,2018,57847,5.0,43.0,569000,0,1,1,0,0,1,0,0
269,6,2016,74000,5.0,42.0,470000,0,1,1,0,0,1,0,0
270,29,2015,58000,5.0,85.0,5350000,1,0,1,0,0,0,1,0
271,5,2014,85000,5.0,50.0,450000,0,1,0,1,0,0,1,0
272,4,2016,26000,5.0,28.0,299000,0,1,1,0,0,1,0,0
273,9,2020,18000,5.0,50.0,1875000,1,0,1,0,0,1,0,0
274,12,2022,11000,4.0,57.0,1825000,1,0,1,0,0,0,1,0
275,28,2018,57300,7.0,65.0,4459000,1,0,1,0,0,0,1,0
276,25,2010,74000,5.0,70.0,1195000,1,0,0,1,0,0,1,0
277,17,2019,25000,5.0,37.0,790000,1,0,1,0,0,1,0,0
278,9,2017,39000,5.0,60.0,1095000,1,0,0,1,0,1,0,0
279,17,2020,45000,7.0,55.0,1950000,0,1,1,0,0,0,1,0
280,8,2015,80852,5.0,45.0,525000,1,0,0,1,0,1,0,0
281,18,2018,75592,7.0,65.0,2100000,1,0,1,0,0,0,1,0
282,6,2014,54420,5.0,35.0,270000,0,1,1,0,0,1,0,0
283,17,2015,39780,5.0,55.0,894999,1,0,1,0,0,1,0,0
284,9,2013,78301,5.0,35.0,335000,1,0,0,1,0,1,0,0
285,11,2018,38000,7.0,60.0,1000000,0,1,1,0,0,0,1,0
286,9,2009,126535,5.0,35.0,220000,0,1,1,0,0,1,0,0
287,9,2016,37079,5.0,60.0,960000,1,0,1,0,0,1,0,0
288,27,2018,87200,7.0,100.0,7200000,1,0,1,0,0,0,1,0
289,21,2014,51000,5.0,64.0,1300000,1,0,0,1,0,0,1,0
290,8,2013,39000,5.0,45.0,375000,0,1,1,0,0,1,0,0
291,6,2011,90000,5.0,35.0,300000,0,1,0,1,0,1,0,0
292,24,2017,29999,5.0,56.0,3299000,1,0,1,0,0,0,1,0
293,11,2014,100472,7.0,65.0,565000,0,1,1,0,0,0,1,0
294,21,2016,84700,5.0,64.0,1798999,1,0,1,0,0,0,1,0
295,6,2008,19759,5.0,35.0,189000,0,1,1,0,0,1,0,0
296,24,2014,66000,5.0,35.0,1875000,1,0,1,0,0,0,1,0
297,9,2014,56000,5.0,43.0,545000,0,1,1,0,0,1,0,0
298,9,2022,3383,5.0,45.0,1085000,0,1,1,0,0,1,0,0
299,6,2018,42000,5.0,48.0,725000,0,1,1,0,0,0,1,0
300,25,2012,65000,5.0,67.0,1090000,1,0,0,1,0,0,1,0
301,7,2019,17000,5.0,40.0,900000,0,1,1,0,0,1,0,0
302,25,2016,38000,5.0,65.0,3400000,1,0,0,1,0,0,1,0
303,7,2014,62500,5.0,35.0,295000,0,1,1,0,0,0,1,0
304,11,2021,30229,5.0,50.0,2251000,1,0,1,0,0,0,1,0
305,29,2019,9000,4.0,68.0,9300000,1,0,1,0,0,1,0,0
306,6,2016,26600,5.0,35.0,430000,0,1,1,0,0,0,0,1
307,6,2017,86000,5.0,43.0,600000,0,1,0,1,0,0,1,0
308,9,2017,86000,5.0,62.0,1595000,1,0,1,0,0,1,0,0
309,8,2014,125000,5.0,35.0,290000,0,1,1,0,0,0,1,0
310,9,2013,29135,5.0,45.0,375000,0,1,1,0,0,1,0,0
311,23,2015,50965,5.0,60.0,1200000,1,0,1,0,0,0,1,0
312,17,2014,72000,7.0,80.0,1525000,1,0,1,0,0,0,1,0
313,27,2016,28000,5.0,66.0,2675000,1,0,1,0,0,1,0,0
314,7,2015,42000,5.0,40.0,545000,1,0,1,0,0,1,0,0
315,27,2017,11850,5.0,70.0,7900000,1,0,1,0,0,0,1,0
316,7,2010,32000,5.0,42.0,195000,0,1,1,0,0,1,0,0
317,25,2021,24000,5.0,59.0,4550000,1,0,1,0,0,0,1,0
318,28,2015,50623,5.0,57.0,2499000,1,0,0,1,0,0,1,0
319,12,2012,85000,7.0,55.0,210000,0,1,0,0,1,0,1,0
320,9,2022,1700,5.0,45.0,1097000,0,1,1,0,0,0,1,0
321,8,2020,43260,5.0,45.0,1095000,1,0,1,0,0,1,0,0
322,6,2015,67738,5.0,35.0,325000,0,1,0,1,0,0,0,1
323,12,2019,69000,7.0,60.0,1375000,0,1,1,0,0,0,1,0
324,21,2012,93417,5.0,35.0,975000,1,0,1,0,0,0,1,0
325,6,2021,14722,5.0,37.0,745000,0,1,1,0,0,1,0,0
326,17,2017,29000,7.0,55.0,2175000,0,1,1,0,0,0,1,0
327,19,2017,60200,5.0,60.0,1250000,1,0,1,0,0,1,0,0
328,6,2017,140000,5.0,42.0,500000,0,1,1,0,0,0,1,0
329,7,2017,23798,5.0,40.0,625000,0,1,1,0,0,1,0,0
330,7,2011,55000,5.0,42.0,250000,0,1,1,0,0,1,0,0
331,8,2017,51000,5.0,55.0,650000,1,0,1,0,0,1,0,0
332,7,2014,49000,5.0,35.0,310000,0,1,0,1,0,1,0,0
333,4,2017,48000,5.0,50.0,600000,0,1,1,0,0,1,0,0
334,25,2013,121000,5.0,35.0,1400000,1,0,1,0,0,0,1,0
335,14,2013,74000,5.0,43.0,295000,0,1,1,0,0,0,1,0
336,12,2012,102000,7.0,70.0,484999,0,1,0,1,0,0,1,0
337,25,2018,32000,5.0,57.0,4250000,1,0,1,0,0,1,0,0
338,11,2020,48400,5.0,35.0,1550000,1,0,1,0,0,0,0,1
339,11,2013,97000,7.0,55.0,375000,0,1,1,0,0,0,1,0
340,16,2021,16000,5.0,50.0,1625000,1,0,1,0,0,1,0,0
341,29,2016,55700,5.0,85.0,5350000,1,0,1,0,0,0,1,0
342,25,2017,80000,5.0,80.0,4250000,1,0,1,0,0,0,1,0
343,14,2014,115000,5.0,52.0,480000,0,1,1,0,0,0,1,0
344,9,2020,74000,5.0,37.0,590000,0,1,1,0,0,1,0,0
345,9,2015,61000,5.0,45.0,561000,0,1,1,0,0,0,1,0
346,17,2014,104814,5.0,55.0,725000,0,1,1,0,0,1,0,0
347,9,2013,17000,5.0,56.0,645000,0,1,1,0,0,1,0,0
348,21,2015,60000,5.0,64.0,1695000,1,0,0,1,0,0,1,0
349,6,2016,45000,5.0,42.0,450000,0,1,1,0,0,1,0,0
350,12,2016,75811,7.0,70.0,1375000,0,1,1,0,0,0,1,0
351,12,2021,3813,4.0,57.0,1700000,0,1,1,0,0,1,0,0
352,6,2016,64928,5.0,42.0,525000,0,1,1,0,0,1,0,0
353,6,2018,68500,5.0,37.0,590000,0,1,1,0,0,0,1,0
354,17,2014,85000,7.0,80.0,1495000,1,0,1,0,0,0,1,0
355,25,2017,41296,5.0,65.0,3300000,1,0,1,0,0,0,1,0
356,7,2013,72567,5.0,35.0,385000,0,1,1,0,0,0,1,0
357,6,2020,4295,5.0,35.0,535000,0,1,1,0,0,1,0,0
358,6,2018,82000,5.0,48.0,875000,0,1,1,0,0,0,1,0
359,6,2010,33000,5.0,43.0,295000,0,1,1,0,0,1,0,0
360,2,2011,54000,5.0,45.0,235000,0,1,1,0,0,1,0,0
361,9,2018,68000,5.0,55.0,969999,0,1,1,0,0,0,1,0
362,7,2022,8530,5.0,40.0,1700000,1,0,0,0,1,1,0,0
363,9,2018,46000,5.0,62.0,1789999,1,0,1,0,0,1,0,0
364,17,2020,26000,7.0,65.0,1964999,0,1,1,0,0,1,0,0
365,21,2014,39394,2.0,60.0,4000000,1,0,0,1,0,1,0,0
366,11,2018,35000,5.0,35.0,484999,1,0,1,0,0,1,0,0
367,6,2019,17881,5.0,42.0,580000,0,1,1,0,0,1,0,0
368,7,2014,48409,5.0,40.0,450000,0,1,0,1,0,1,0,0
