,Make,Year,Kilometer,Seating_Capacity,Fuel_Tank_Capacity,Price,Automatic,Manual,First_O,Second_O,Others_O,Petrol,Diesel,Others_F
1269,27,2018,24000,5.0,35.0,2800000,1,0,1,0,0,0,1,0
1270,6,2017,86000,5.0,43.0,650000,0,1,1,0,0,0,1,0
1271,7,2018,41000,5.0,40.0,790000,0,1,1,0,0,0,1,0
1272,7,2015,76000,5.0,40.0,540000,0,1,1,0,0,0,1,0
1273,6,2011,120000,5.0,42.0,375000,0,1,1,0,0,0,1,0
1274,25,2021,12500,5.0,51.0,3990000,1,0,1,0,0,1,0,0
1275,29,2018,6300,2.0,54.0,10900000,1,0,1,0,0,1,0,0
1276,6,2009,114000,5.0,43.0,245000,0,1,1,0,0,1,0,0
1277,6,2015,25862,5.0,35.0,260000,0,1,1,0,0,1,0,0
1278,15,2018,35000,7.0,63.0,3200000,1,0,1,0,0,0,1,0
1279,14,2010,72000,5.0,45.0,240000,0,1,1,0,0,0,1,0
1280,9,2015,90000,5.0,60.0,800000,0,1,1,0,0,0,1,0
1281,7,2016,38000,5.0,40.0,745000,0,1,1,0,0,1,0,0
1282,27,2021,7000,5.0,80.0,7390000,1,0,1,0,0,0,1,0
1283,25,2017,83985,5.0,35.0,5900000,1,0,0,1,0,0,1,0
1284,7,2019,74237,5.0,35.0,675000,0,1,1,0,0,1,0,0
1285,25,2018,53000,5.0,63.0,2650000,1,0,0,1,0,0,1,0
1286,6,2016,52303,5.0,35.0,340000,0,1,1,0,0,1,0,0
1287,6,2019,42356,5.0,37.0,620000,0,1,1,0,0,1,0,0
1288,6,2013,84000,5.0,50.0,297000,0,1,1,0,0,0,1,0
1289,17,2016,114000,5.0,45.0,500000,0,1,1,0,0,0,1,0
1290,9,2019,26894,5.0,45.0,1149000,1,0,1,0,0,1,0,0
1291,27,2017,70000,5.0,66.0,2650000,1,0,0,1,0,0,1,0
1292,17,2012,98352,7.0,80.0,1375000,0,1,1,0,0,0,1,0
1293,9,2009,107000,5.0,35.0,235000,0,1,0,0,1,1,0,0
1294,25,2014,68000,5.0,35.0,2280000,1,0,1,0,0,0,1,0
1295,17,2017,52000,7.0,80.0,3090000,1,0,1,0,0,0,1,0
1296,26,2017,31059,5.0,65.0,4375000,1,0,1,0,0,1,0,0
1297,6,2017,114000,5.0,48.0,749000,0,1,1,0,0,0,1,0
1298,25,2017,35000,7.0,35.0,4800000,1,0,1,0,0,0,1,0
1299,12,2017,44000,7.0,60.0,785000,0,1,1,0,0,0,1,0
1300,9,2017,72000,5.0,45.0,750000,0,1,1,0,0,0,1,0
1301,27,2019,8000,5.0,66.0,4150000,1,0,1,0,0,0,1,0
1302,6,2014,54000,5.0,35.0,320000,0,1,1,0,0,1,0,0
1303,27,2015,99000,5.0,50.0,1750000,1,0,0,1,0,0,1,0
1304,12,2019,88000,7.0,60.0,944999,0,1,1,0,0,0,1,0
1305,28,2020,11000,4.0,105.0,27500000,1,0,0,1,0,0,1,0
1306,14,2021,19000,7.0,80.0,4100000,1,0,1,0,0,0,1,0
1307,20,2021,33000,5.0,60.0,1750000,1,0,1,0,0,1,0,0
1308,6,2018,44153,7.0,45.0,811000,0,1,1,0,0,0,1,0
1309,28,2020,32368,7.0,65.0,6900000,1,0,1,0,0,0,1,0
1310,9,2016,42000,5.0,43.0,725000,0,1,1,0,0,0,1,0
1311,24,2020,56000,5.0,66.0,4600000,1,0,1,0,0,0,1,0
1312,11,2020,10000,5.0,35.0,1485000,1,0,1,0,0,0,0,1
1313,28,2019,63000,5.0,105.0,19300000,1,0,1,0,0,0,1,0
1314,9,2017,49422,5.0,43.0,650000,1,0,1,0,0,1,0,0
1315,20,2021,19000,6.0,60.0,1925000,1,0,1,0,0,1,0,0
1316,7,2015,75258,5.0,40.0,590000,1,0,1,0,0,1,0,0
1317,9,2019,46000,5.0,60.0,495000,0,1,1,0,0,0,0,1
1318,6,2016,68921,5.0,37.0,695000,0,1,1,0,0,0,1,0
1319,9,2018,79800,5.0,43.0,799000,0,1,1,0,0,0,1,0
1320,8,2013,53000,5.0,45.0,325000,0,1,0,1,0,1,0,0
1321,12,2018,59000,7.0,60.0,1190000,0,1,1,0,0,0,1,0
1322,24,2017,30000,5.0,77.0,5800000,1,0,1,0,0,0,1,0
1323,6,2009,65000,5.0,35.0,140000,0,1,0,0,1,1,0,0
1324,6,2021,58000,5.0,37.0,750000,0,1,1,0,0,1,0,0
1325,27,2014,94000,5.0,70.0,2600000,1,0,1,0,0,0,1,0
1326,6,2017,45000,5.0,35.0,299000,0,1,1,0,0,0,0,1
1327,17,2018,62152,7.0,80.0,3470000,1,0,1,0,0,0,1,0
1328,9,2019,28000,5.0,45.0,1075000,1,0,1,0,0,1,0,0
1329,9,2019,15000,5.0,43.0,650000,1,0,1,0,0,1,0,0
1330,7,2014,53610,5.0,35.0,425000,0,1,0,1,0,1,0,0
1331,5,2014,75000,5.0,50.0,445000,0,1,1,0,0,0,1,0
1332,6,2022,16000,6.0,45.0,1225000,0,1,1,0,0,1,0,0
1333,21,2015,60000,5.0,50.0,1350000,1,0,1,0,0,0,1,0
1334,8,2011,101923,5.0,35.0,345000,0,1,0,1,0,1,0,0
1335,27,2014,45000,5.0,66.0,1450000,1,0,1,0,0,0,1,0
1336,17,2017,120000,7.0,80.0,2749000,1,0,1,0,0,0,1,0
1337,9,2009,56400,5.0,35.0,141000,0,1,0,0,1,1,0,0
1338,9,2017,70000,5.0,60.0,1375000,1,0,1,0,0,0,1,0
1339,17,2016,82567,7.0,55.0,1825000,0,1,1,0,0,0,1,0
1340,21,2015,32000,4.0,90.0,4900000,1,0,1,0,0,0,1,0
1341,7,2015,68244,5.0,40.0,525000,0,1,0,1,0,0,1,0
1342,21,2014,25000,6.0,100.0,3300000,1,0,0,1,0,0,1,0
1343,9,2018,34000,5.0,32.0,405000,0,1,1,0,0,1,0,0
1344,21,2017,36000,5.0,64.0,2550000,1,0,1,0,0,0,1,0
1345,7,2019,36000,5.0,40.0,875000,0,1,1,0,0,1,0,0
1346,6,2014,68005,5.0,42.0,355000,0,1,1,0,0,1,0,0
1347,14,2018,74797,5.0,52.0,925000,0,1,1,0,0,0,1,0
1348,28,2021,12000,5.0,57.0,6500000,1,0,1,0,0,0,1,0
1349,9,2019,31000,5.0,45.0,625000,0,1,1,0,0,1,0,0
1350,1,2020,7520,5.0,28.0,425000,0,1,1,0,0,1,0,0
1351,9,2015,58078,5.0,43.0,550000,0,1,0,1,0,1,0,0
1352,8,2014,79081,5.0,55.0,434999,0,1,1,0,0,0,1,0
1353,27,2018,28000,5.0,93.0,5900000,1,0,1,0,0,0,1,0
1354,27,2017,72000,5.0,66.0,3500000,1,0,1,0,0,0,1,0
1355,9,2022,23000,5.0,50.0,1750000,1,0,1,0,0,1,0,0
1356,3,2012,74000,7.0,65.0,475000,1,0,1,0,0,0,1,0
1357,9,2015,11628,5.0,43.0,425000,0,1,1,0,0,1,0,0
1358,14,2017,81323,5.0,52.0,675000,0,1,1,0,0,0,1,0
1359,6,2016,50000,5.0,48.0,675000,0,1,1,0,0,0,1,0
1360,17,2016,145000,7.0,55.0,1725000,0,1,1,0,0,0,1,0
1361,21,2017,48000,5.0,50.0,1760000,1,0,1,0,0,1,0,0
1362,6,2017,80000,5.0,48.0,730000,0,1,1,0,0,0,1,0
1363,6,2011,28513,5.0,42.0,301000,0,1,1,0,0,1,0,0
1364,6,2011,42000,5.0,28.0,275000,0,1,0,1,0,0,0,1
1365,14,2013,87000,5.0,45.0,225000,0,1,1,0,0,0,1,0
1366,9,2012,55700,5.0,32.0,185000,0,1,0,1,0,1,0,0
1367,6,2017,45600,5.0,35.0,285000,0,1,1,0,0,1,0,0
1368,8,2013,78000,5.0,55.0,350000,0,1,0,1,0,0,1,0
1369,31,2012,55000,5.0,82.5,20000000,1,0,0,0,1,1,0,0
1370,27,2021,3000,7.0,90.0,12900000,1,0,1,0,0,0,1,0
1371,15,2017,52458,5.0,66.0,1650000,1,0,1,0,0,1,0,0
1372,6,2017,30000,5.0,35.0,265000,0,1,1,0,0,0,0,1
1373,11,2017,46992,5.0,35.0,395000,0,1,1,0,0,1,0,0
1374,7,2016,54440,5.0,40.0,500000,0,1,1,0,0,1,0,0
1375,12,2019,32000,7.0,70.0,2770000,1,0,1,0,0,0,1,0
1376,27,2015,103000,5.0,70.0,2450000,1,0,1,0,0,0,1,0
1377,21,2020,28600,5.0,63.0,3125000,1,0,1,0,0,1,0,0
1378,16,2020,72000,7.0,60.0,2950000,1,0,1,0,0,0,1,0
1379,6,2016,64906,7.0,45.0,620000,0,1,1,0,0,0,1,0
1380,27,2016,79000,5.0,50.0,2250000,1,0,1,0,0,0,1,0
1381,6,2017,64000,5.0,43.0,565000,0,1,1,0,0,1,0,0
1382,9,2018,56000,5.0,43.0,550000,0,1,1,0,0,1,0,0
1383,9,2007,85000,5.0,35.0,178000,0,1,0,1,0,1,0,0
1384,12,2022,12000,7.0,60.0,1550000,0,1,1,0,0,0,1,0
1385,6,2018,67900,5.0,48.0,711000,0,1,1,0,0,0,1,0
1386,11,2018,48144,5.0,35.0,375000,0,1,1,0,0,1,0,0
1387,25,2021,7100,5.0,63.0,4475000,1,0,1,0,0,0,1,0
1388,29,2022,9000,5.0,65.0,9100000,1,0,1,0,0,1,0,0
1389,6,2016,64000,5.0,35.0,245000,0,1,1,0,0,1,0,0
1390,7,2016,38000,5.0,40.0,690000,0,1,1,0,0,0,1,0
1391,17,2016,65321,8.0,55.0,944999,0,1,1,0,0,0,1,0
1392,27,2014,80000,4.0,50.0,1350000,1,0,0,0,1,1,0,0
1393,6,2018,37093,5.0,48.0,850000,0,1,1,0,0,0,1,0
1394,8,2021,37230,5.0,55.0,1200000,0,1,1,0,0,1,0,0
1395,6,2014,76116,5.0,35.0,329000,1,0,1,0,0,1,0,0
1396,7,2010,83359,5.0,50.0,300000,0,1,1,0,0,1,0,0
1397,21,2013,30000,5.0,35.0,1150000,1,0,0,1,0,0,1,0
1398,25,2018,38000,5.0,65.0,4900000,1,0,1,0,0,0,1,0
1399,9,2019,28000,5.0,60.0,465000,0,1,1,0,0,0,0,1
1400,15,2018,14120,5.0,66.0,2350000,1,0,1,0,0,1,0,0
1401,9,2014,25000,5.0,32.0,250000,0,1,1,0,0,1,0,0
1402,20,2020,28584,6.0,60.0,1950000,1,0,1,0,0,1,0,0
1403,25,2015,87000,7.0,35.0,2975000,1,0,1,0,0,0,1,0
1404,28,2017,50000,5.0,57.0,3800000,1,0,1,0,0,0,1,0
1405,6,2017,63200,4.0,60.0,330000,0,1,1,0,0,0,0,1
1406,9,2014,55000,5.0,43.0,409999,0,1,1,0,0,1,0,0
1407,14,2019,71569,5.0,40.0,575000,0,1,1,0,0,0,1,0
1408,9,2012,41200,5.0,35.0,270000,0,1,1,0,0,1,0,0
1409,12,2013,117000,8.0,60.0,434999,0,1,1,0,0,0,1,0
1410,6,2014,65000,5.0,42.0,465000,0,1,0,1,0,1,0,0
1411,25,2022,33000,5.0,67.0,6800000,1,0,1,0,0,0,1,0
1412,9,2011,21000,5.0,35.0,350000,0,1,1,0,0,1,0,0
1413,9,2020,23000,5.0,45.0,900000,0,1,1,0,0,1,0,0
1414,6,2016,26357,5.0,42.0,595000,0,1,1,0,0,1,0,0
1415,9,2018,33500,5.0,60.0,1260000,1,0,1,0,0,1,0,0
1416,11,2020,5923,5.0,44.0,530000,0,1,1,0,0,0,1,0
1417,6,2015,72000,7.0,45.0,599000,0,1,1,0,0,0,1,0
1418,12,2018,54154,7.0,70.0,1595000,1,0,0,1,0,0,1,0
1419,23,2017,14000,5.0,60.0,1798999,1,0,1,0,0,0,1,0
1420,6,2021,35500,5.0,37.0,636000,0,1,1,0,0,1,0,0
1421,9,2018,63000,5.0,60.0,950000,0,1,1,0,0,0,1,0
1422,6,2017,52836,5.0,48.0,800000,0,1,1,0,0,0,1,0
1423,6,2017,50000,5.0,35.0,434000,1,0,1,0,0,1,0,0
1424,9,2016,72114,5.0,45.0,625000,0,1,1,0,0,0,1,0
1425,6,2015,72000,5.0,35.0,245000,0,1,0,1,0,0,0,1
1426,27,2019,24000,5.0,50.0,3100000,1,0,1,0,0,1,0,0
1427,21,2012,42000,5.0,65.0,1490000,1,0,1,0,0,0,1,0
1428,25,2018,27600,5.0,65.0,6000000,1,0,1,0,0,0,1,0
1429,6,2015,31000,5.0,35.0,295000,0,1,1,0,0,1,0,0
1430,6,2018,32000,7.0,40.0,450000,0,1,0,1,0,1,0,0
1431,17,2018,55000,7.0,55.0,1989999,0,1,1,0,0,0,1,0
1432,26,2017,31059,5.0,65.0,3900000,1,0,1,0,0,1,0,0
1433,7,2016,72200,5.0,40.0,635000,0,1,1,0,0,0,1,0
1434,11,2013,72000,7.0,55.0,575000,0,1,0,1,0,0,1,0
1435,6,2016,77000,5.0,48.0,590000,0,1,1,0,0,0,1,0
1436,7,2020,26497,5.0,40.0,1199000,0,1,0,1,0,1,0,0
1437,9,2013,57000,5.0,35.0,380000,1,0,1,0,0,1,0,0
1438,21,2012,56000,5.0,35.0,975000,1,0,0,1,0,0,1,0
1439,6,2015,20100,5.0,35.0,365000,1,0,1,0,0,1,0,0
1440,21,2010,67000,5.0,63.0,1000000,1,0,0,1,0,1,0,0
1441,12,2021,14500,4.0,57.0,1800000,0,1,1,0,0,0,1,0
1442,9,2011,41000,5.0,35.0,245000,0,1,1,0,0,1,0,0
1443,16,2021,30000,5.0,50.0,1275000,1,0,1,0,0,0,1,0
1444,27,2020,19000,4.0,66.0,7000000,1,0,1,0,0,1,0,0
1445,12,2016,110000,7.0,70.0,955000,1,0,1,0,0,0,1,0
1446,12,2015,115339,7.0,60.0,630000,0,1,0,1,0,0,1,0
1447,21,2020,18000,5.0,70.0,4475000,1,0,0,1,0,0,1,0
1448,12,2022,4500,4.0,57.0,1950000,1,0,1,0,0,0,1,0
1449,25,2011,56000,5.0,35.0,1295000,1,0,1,0,0,0,1,0
1450,9,2017,49000,5.0,60.0,890000,0,1,1,0,0,1,0,0
1451,27,2022,7000,5.0,66.0,6750000,1,0,1,0,0,0,1,0
1452,25,2015,78362,5.0,60.0,2275000,1,0,1,0,0,0,1,0
1453,12,2020,30000,4.0,57.0,1864999,1,0,1,0,0,0,1,0
1454,9,2015,59000,5.0,45.0,540000,0,1,1,0,0,0,1,0
1455,25,2018,49000,5.0,63.0,3125000,1,0,1,0,0,0,1,0
1456,27,2014,60513,5.0,70.0,3200000,1,0,1,0,0,0,1,0
1457,27,2019,56500,5.0,50.0,2750000,1,0,1,0,0,0,1,0
1458,9,2013,71000,5.0,43.0,400000,0,1,1,0,0,0,1,0
1459,21,2016,88000,7.0,75.0,3750000,1,0,0,1,0,0,1,0
1460,9,2018,68000,5.0,60.0,800000,0,1,1,0,0,0,1,0
1461,6,2017,94827,5.0,48.0,780000,0,1,1,0,0,0,1,0
1462,6,2010,62000,5.0,35.0,220000,0,1,1,0,0,1,0,0
1463,6,2012,57000,5.0,35.0,225000,0,1,1,0,0,0,0,1
1464,25,2017,22120,5.0,51.0,2385000,1,0,1,0,0,0,1,0
1465,25,2019,11000,5.0,63.0,3400000,1,0,1,0,0,0,1,0
1466,21,2017,58000,5.0,75.0,2850000,1,0,1,0,0,1,0,0
1467,6,2019,54572,5.0,48.0,990000,0,1,1,0,0,0,1,0
1468,7,2010,56000,5.0,42.0,325000,1,0,1,0,0,1,0,0
1469,7,2011,89000,5.0,42.0,325000,1,0,0,1,0,1,0,0
1470,15,2014,42000,5.0,55.0,549000,1,0,1,0,0,0,1,0
1471,4,2017,6000,5.0,41.0,340000,0,1,1,0,0,0,1,0
1472,7,2013,79500,5.0,35.0,425000,0,1,1,0,0,0,1,0
1473,25,2015,82000,5.0,57.0,1689999,1,0,0,1,0,0,1,0
1474,17,2021,34228,8.0,55.0,2750000,0,1,1,0,0,0,1,0
1475,6,2014,141334,5.0,42.0,515000,0,1,0,1,0,0,1,0
1476,6,2018,50000,5.0,42.0,550000,0,1,1,0,0,1,0,0
1477,5,2014,65000,5.0,50.0,550000,0,1,1,0,0,0,1,0
1478,11,2018,20000,5.0,35.0,555000,1,0,1,0,0,1,0,0
1479,6,2017,24000,5.0,35.0,391000,0,1,1,0,0,1,0,0
1480,6,2017,36000,5.0,32.0,560000,1,0,1,0,0,1,0,0
1481,21,2013,117000,5.0,64.0,1420000,1,0,1,0,0,0,1,0
1482,8,2021,24000,5.0,45.0,950000,0,1,1,0,0,1,0,0
1483,6,2017,82000,5.0,37.0,490000,0,1,1,0,0,1,0,0
1484,9,2016,78000,5.0,60.0,1044999,0,1,1,0,0,0,1,0
1485,21,2017,45000,7.0,75.0,5200000,1,0,0,1,0,0,1,0
1486,9,2019,50000,5.0,43.0,1125000,1,0,1,0,0,1,0,0
1487,22,2014,24000,5.0,44.0,1950000,1,0,0,1,0,0,1,0
1488,6,2009,77000,5.0,43.0,260000,0,1,0,1,0,1,0,0
1489,9,2009,55000,5.0,35.0,165000,0,1,1,0,0,1,0,0
1490,9,2018,66000,5.0,43.0,490000,0,1,1,0,0,1,0,0
1491,6,2012,37000,5.0,35.0,185000,0,1,1,0,0,1,0,0
1492,7,2012,80350,5.0,42.0,375000,0,1,1,0,0,1,0,0
1493,27,2013,102000,5.0,66.0,975000,1,0,1,0,0,0,1,0
1494,6,2016,48200,5.0,42.0,450000,0,1,0,1,0,1,0,0
1495,6,2015,55000,5.0,42.0,459999,0,1,0,1,0,0,1,0
1496,26,2020,14000,5.0,50.0,5200000,1,0,1,0,0,0,0,1
1497,9,2020,25000,5.0,37.0,700000,0,1,1,0,0,1,0,0
1498,8,2020,20124,5.0,45.0,1025000,0,1,1,0,0,1,0,0
1499,9,2015,55660,5.0,43.0,380000,0,1,1,0,0,1,0,0
1500,15,2015,94580,5.0,50.0,819999,1,0,1,0,0,1,0,0
1501,27,2015,45000,5.0,50.0,1691000,1,0,0,1,0,1,0,0
1502,27,2019,10000,5.0,66.0,5200000,1,0,1,0,0,0,1,0
1503,6,2016,57000,5.0,43.0,725000,0,1,1,0,0,0,1,0
1504,9,2021,45000,5.0,60.0,725000,0,1,1,0,0,0,0,1
1505,6,2011,90342,5.0,35.0,155000,0,1,0,1,0,0,0,1
1506,7,2022,1000,5.0,35.0,700000,0,1,1,0,0,1,0,0
1507,9,2011,135000,5.0,43.0,235000,0,1,1,0,0,0,1,0
1508,17,2014,123000,7.0,80.0,1975000,0,1,0,1,0,0,1,0
1509,12,2012,47531,7.0,70.0,810000,0,1,1,0,0,0,1,0
1510,16,2019,79000,5.0,50.0,1350000,0,1,0,1,0,0,1,0
1511,12,2011,95000,8.0,60.0,450000,0,1,1,0,0,0,1,0
1512,9,2011,53000,5.0,35.0,250000,0,1,1,0,0,1,0,0
1513,9,2020,30000,5.0,45.0,819999,0,1,1,0,0,0,1,0
1514,17,2017,65000,7.0,80.0,2690000,1,0,1,0,0,0,1,0
1515,9,2018,440000,5.0,55.0,1240000,1,0,1,0,0,0,1,0
1516,7,2016,63088,5.0,40.0,790000,0,1,1,0,0,1,0,0
1517,9,2008,62000,5.0,35.0,150000,0,1,0,1,0,1,0,0
1518,3,2011,80000,5.0,60.0,400000,0,1,0,0,1,0,1,0
1519,25,2020,29000,5.0,80.0,8300000,1,0,1,0,0,0,1,0
1520,23,2020,2600,5.0,55.0,6000000,1,0,1,0,0,0,1,0
1521,9,2014,81000,5.0,43.0,390000,0,1,1,0,0,0,1,0
1522,9,2011,73000,5.0,43.0,385000,0,1,1,0,0,1,0,0
1523,14,2019,34000,7.0,80.0,3650000,1,0,1,0,0,0,1,0
1524,9,2013,36623,5.0,43.0,547000,0,1,1,0,0,1,0,0
1525,9,2018,30000,5.0,55.0,1295000,1,0,1,0,0,1,0,0
1526,6,2022,5000,5.0,32.0,570000,0,1,1,0,0,1,0,0
1527,7,2014,80121,5.0,35.0,844999,1,0,0,1,0,1,0,0
1528,9,2011,64000,5.0,35.0,250000,0,1,1,0,0,1,0,0
1529,17,2019,39000,5.0,55.0,1670000,1,0,0,1,0,1,0,0
1530,6,2017,70000,5.0,48.0,890000,0,1,0,1,0,0,1,0
1531,21,2019,36000,5.0,50.0,2380000,1,0,0,1,0,0,1,0
1532,6,2018,40000,5.0,37.0,775000,1,0,1,0,0,1,0,0
1533,27,2022,1102,5.0,35.0,7050000,0,1,0,0,1,1,0,0
1534,8,2014,62000,5.0,45.0,500000,0,1,1,0,0,0,1,0
1535,27,2011,97000,5.0,66.0,675000,1,0,1,0,0,0,1,0
1536,8,2014,43550,5.0,45.0,525000,0,1,1,0,0,1,0,0
1537,14,2019,28000,5.0,52.0,850000,0,1,1,0,0,0,1,0
1538,4,2018,47874,5.0,28.0,390000,0,1,1,0,0,1,0,0
1539,9,2018,87001,5.0,43.0,965000,0,1,1,0,0,0,1,0
1540,10,2013,72000,7.0,78.0,975000,1,0,1,0,0,0,1,0
1541,25,2019,59000,5.0,63.0,3025000,1,0,1,0,0,0,1,0
1542,17,2012,143477,7.0,55.0,650000,0,1,0,1,0,0,1,0
1543,21,2014,85900,5.0,50.0,1390000,1,0,1,0,0,0,1,0
1544,6,2022,10000,5.0,37.0,950000,1,0,1,0,0,1,0,0
1545,21,2018,47000,7.0,75.0,5900000,1,0,1,0,0,0,1,0
1546,6,2014,55000,5.0,42.0,409999,0,1,1,0,0,1,0,0
1547,8,2017,69508,5.0,45.0,575000,0,1,0,1,0,0,1,0
1548,7,2022,2500,5.0,40.0,1450000,0,1,1,0,0,0,1,0
1549,6,2010,64000,5.0,50.0,185000,0,1,1,0,0,1,0,0
1550,27,2014,53089,5.0,80.0,1650000,1,0,0,1,0,1,0,0
1551,6,2018,90000,5.0,43.0,823000,1,0,1,0,0,1,0,0
1552,11,2021,23000,5.0,50.0,2095000,0,1,1,0,0,0,1,0
1553,6,2012,55000,5.0,35.0,350000,0,1,1,0,0,1,0,0
1554,9,2016,64000,5.0,43.0,335000,0,1,0,1,0,0,1,0
1555,9,2020,52236,5.0,43.0,649000,0,1,1,0,0,1,0,0
1556,7,2013,76000,5.0,42.0,400000,0,1,1,0,0,1,0,0
1557,25,2020,19000,5.0,57.0,5500000,1,0,1,0,0,1,0,0
1558,17,2013,97000,7.0,80.0,1375000,0,1,1,0,0,0,1,0
1559,9,2018,76000,5.0,60.0,1190000,1,0,1,0,0,0,1,0
1560,11,2021,15000,5.0,50.0,1930000,0,1,1,0,0,0,1,0
1561,17,2015,98000,7.0,55.0,990000,0,1,1,0,0,0,1,0
1562,9,2017,36597,5.0,45.0,725000,0,1,0,1,0,1,0,0
1563,27,2022,500,5.0,66.0,6100000,1,0,1,0,0,0,1,0
1564,6,2015,48000,5.0,43.0,575000,0,1,1,0,0,1,0,0
1565,28,2016,55000,7.0,65.0,3200000,1,0,0,1,0,0,1,0
1566,17,2022,16000,7.0,55.0,2850000,1,0,1,0,0,0,1,0
1567,6,2016,53000,7.0,45.0,725000,0,1,1,0,0,1,0,0
1568,5,2013,35000,5.0,41.0,380000,0,1,1,0,0,0,1,0
1569,7,2014,50000,5.0,35.0,434999,1,0,1,0,0,1,0,0
1570,8,2016,52600,5.0,45.0,425000,0,1,1,0,0,1,0,0
1571,7,2020,25000,5.0,35.0,675000,0,1,1,0,0,1,0,0
1572,9,2014,74000,5.0,43.0,399000,0,1,1,0,0,1,0,0
1573,8,2015,85000,5.0,55.0,685000,1,0,1,0,0,0,1,0
1574,6,2011,28000,5.0,35.0,265000,0,1,1,0,0,1,0,0
1575,8,2021,35000,5.0,55.0,940000,0,1,1,0,0,1,0,0
1576,27,2021,17000,7.0,90.0,13100000,1,0,1,0,0,1,0,0
1577,21,2016,57000,5.0,75.0,2690000,1,0,1,0,0,0,1,0
1578,7,2021,10000,5.0,40.0,1255000,0,1,1,0,0,1,0,0
1579,21,2009,63300,5.0,75.0,825000,1,0,1,0,0,0,1,0
1580,9,2014,46000,5.0,43.0,390000,0,1,1,0,0,1,0,0
1581,9,2014,64000,5.0,43.0,525000,0,1,0,1,0,0,1,0
1582,21,2022,4600,5.0,55.0,3450000,1,0,1,0,0,1,0,0
1583,27,2018,23000,5.0,35.0,2825000,1,0,1,0,0,0,1,0
1584,12,2017,144933,7.0,70.0,1090000,0,1,1,0,0,0,1,0
1585,7,2009,80000,5.0,42.0,275000,0,1,1,0,0,1,0,0
1586,17,2015,32545,5.0,45.0,434999,0,1,1,0,0,1,0,0
1587,9,2019,31000,5.0,62.0,2089999,1,0,1,0,0,0,1,0
1588,6,2015,50000,5.0,42.0,500000,0,1,0,1,0,0,1,0
1589,6,2015,65000,5.0,42.0,400000,0,1,0,1,0,0,1,0
1590,9,2012,26000,5.0,35.0,225000,0,1,1,0,0,1,0,0
1591,12,2021,27000,5.0,42.0,965000,0,1,1,0,0,0,1,0
1592,9,2017,62000,5.0,60.0,825000,0,1,1,0,0,0,1,0
1593,9,2012,17000,5.0,35.0,254999,0,1,1,0,0,1,0,0
1594,12,2015,39234,7.0,60.0,525000,0,1,0,1,0,0,1,0
1595,14,2013,72000,5.0,52.0,285000,0,1,1,0,0,0,1,0
